Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,decrease,kind
1374,02:50:49,88,10249,681.82,627.2643437651618,1.810461259399237,28.383651445643054,16.36566901929095,start,-0.33,0,BPM
1380,02:51:19,58,10279,1034.48,834.1630124546753,3.1497730603166563,81.44141574488138,33.380858531897154,stop,0.43,5,BPM
3582,08:42:57,79,31377,759.49,230.02357969611575,0.9786444829559828,28.764169108281152,21.50020090081741,start,-0.32,0,BPM
3588,08:43:37,82,31417,731.71,242.7839801085459,1.1231438327630792,36.3428144002444,21.970474761017105,stop,0.2,19,BPM
3666,08:52:02,78,31922,769.23,462.9757533913741,2.099603269642383,67.89261989768424,26.69825470104053,start,-0.21,0,BPM
3984,09:34:19,72,34459,833.33,124.08275821414516,1.6714614711310614,16.314496056937756,12.465580939662043,stop,0.21,12,BPM
4092,09:48:44,92,35324,652.17,46.07639840289559,0.5806412511488833,44.8978960649742,21.444369938070373,start,-0.32,0,BPM
4140,09:53:59,64,35639,937.5,356.530486140678,3.5233661426715845,75.02384318253465,22.87987499073885,stop,0.27,19,BPM
4194,09:59:14,70,35954,857.14,1685.811525413127,10.498420846085088,47.79513442276102,29.034539775928945,start,-0.28,0,BPM
4248,10:05:09,66,36309,909.09,1200.9769192725469,7.154169421242802,59.54140905457379,35.99322541132156,stop,0.21,5,BPM
4320,10:13:34,74,36814,810.81,1874.6608788786327,21.68393801290268,80.79040110289927,22.56505158560964,start,-0.35,0,BPM
4524,10:39:24,72,38364,833.33,121.29047854316184,3.246211672993515,22.14204268456045,11.556713659697754,stop,0.26,8,BPM
4584,10:46:09,66,38769,909.09,66.25046395460743,0.7616462712922214,35.65389612278992,16.973225914928015,start,-0.21,0,BPM
4830,11:17:39,63,40659,952.38,187.1147868238364,0.97852218844238,25.16172807731485,21.31978127161223,stop,0.4,11,BPM
4836,11:18:29,69,40709,869.57,126.76365041965884,0.5333259893276194,25.490429157082563,22.49949867922231,start,-0.68,0,BPM
5028,11:42:59,65,42179,923.08,1642.2826917718323,5.050436601608348,94.15992272398994,44.44032582220426,stop,0.24,4,BPM
5034,11:43:44,85,42224,705.88,2347.0828456461227,5.537469333422773,98.14592625685655,45.63044429916036,start,-0.22,0,BPM
5070,11:47:44,68,42464,882.35,2916.913932891922,8.447569659350147,87.98595662087101,42.17101362068403,stop,0.28,11,BPM
5214,12:03:49,66,43429,909.09,520.8841430392522,2.56331778865218,66.92211691517359,31.73671655277245,start,-0.23,0,BPM
5424,12:30:09,65,45009,923.08,93.37640884923908,0.637591015559177,15.779162168337518,15.970559840927718,stop,0.32,-6,BPM
5526,12:43:54,89,45834,674.16,280.04117266739746,2.717960180245764,82.16750783538193,27.6683364671088,start,-0.37,0,BPM
5574,12:49:54,61,46194,983.61,419.9927191804419,4.284908174981588,101.56219745072676,29.419828971880406,stop,0.58,6,BPM
5592,12:52:29,63,46349,952.38,1104.9885390333666,3.424819944664862,64.15870457621443,37.28426554383038,start,-0.21,0,BPM
5658,12:59:19,67,46759,895.52,1463.574657679754,1.728420723399996,64.4298648574636,36.85396486852687,stop,0.45,3,BPM
5664,12:59:59,66,46799,909.09,1852.4783759548527,1.867793181764776,60.00374765710856,39.28352219858259,start,-0.28,0,BPM
5682,13:01:54,63,46914,952.38,5365.770024131264,9.600752473193229,73.049683173823,52.06278807402478,stop,0.23,6,BPM
5718,13:06:14,61,47174,983.61,2540.9449075877687,5.25835430722016,51.57143787930269,44.11386026349247,start,-0.23,0,BPM
5754,13:10:09,63,47409,952.38,239.1496693984532,0.4721432121938069,31.66126967944094,30.466099795259225,stop,0.38,2,BPM
5880,13:29:39,78,48579,769.23,654.470521217517,15.62657614283632,29.226112834035156,15.682691160665506,start,-0.22,0,BPM
5910,13:33:19,77,48799,779.22,456.9706332961895,6.175625488910272,28.588010028467423,14.491324850349852,stop,0.21,4,BPM
6060,13:52:19,74,49939,810.81,794.2110559266506,4.6210973090821055,46.46609262062575,21.166299407601816,start,-0.21,0,BPM
6270,14:20:04,71,51604,845.07,63.107640979417695,0.9537304643988408,13.243272756615834,12.069404564045929,stop,0.37,15,BPM
6306,14:25:09,75,51909,800.0,2997.868837433305,5.018098839489356,48.2015730050718,27.54146643643704,start,-0.24,0,BPM
6456,14:45:39,75,53139,800.0,649.6881878898918,10.246448496767677,43.51404777582447,16.600104806652173,stop,0.26,-9,BPM
8256,18:34:10,92,66850,652.17,237.11874768213417,2.0849881600539923,41.54836552643639,21.081002715957418,start,-0.26,0,BPM
8310,18:43:00,78,67380,769.23,209.9120938392793,4.841379570130151,43.56053359055509,17.29919674907669,stop,0.21,-6,BPM
8478,19:06:35,81,68795,740.74,2211.8446216733487,16.052962501282032,42.65067815332807,15.418142771767693,start,-0.26,0,BPM
8490,19:08:00,66,68880,909.09,1130.807452538608,18.80389544898688,58.40065805472136,17.024841274096016,stop,0.51,10,BPM
122,00:12:46,100,766,600.0,499.17127506630976,1.5899301943494684,28.7283280546628,17.185475357560108,up trend,0.0,,HF
