Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,increase rate,kind
50,00:06:38,77,398,779.22,707.9538777752362,2.12050634592202,27.46166060721969,18.24454321551672,,0,0.0,
52,00:07:03,75,423,800.0,697.9754186902553,2.219211528367767,27.562162650256298,18.24128872327047,,0,0.0,
54,00:07:18,75,438,800.0,667.7350618507775,2.3695629895174832,27.643037639868435,18.432606424264492,,0,0.0,
56,00:07:43,74,463,810.81,622.9214970004314,2.6195903992139025,27.48099296842477,18.266950026353776,,0,0.0,
58,00:07:59,75,479,800.0,567.7325590595335,3.024116856013357,27.48099296842477,18.19786912845365,,0,0.0,
60,00:08:19,73,499,821.92,507.7656253736474,3.597406471008381,27.20017504445476,18.12852499149743,,0,0.0,
62,00:08:44,74,524,810.81,449.09070635005446,4.369223529475807,27.753258621690687,18.07309297812409,,0,0.0,
64,00:09:09,75,549,800.0,391.29747746451727,5.358111083773077,27.753258621690687,18.14264898643244,,0,0.0,
66,00:09:29,75,569,800.0,336.9047696605824,6.035680230669294,27.75325862169069,18.14264898643244,,0,0.0,
68,00:09:44,77,584,779.22,284.5917280772802,5.798658874686204,27.66385728781899,18.139288006637837,,0,0.0,
70,00:09:54,75,594,800.0,238.1867652113336,4.867357590443743,27.72366009054948,18.19503116742792,,0,0.0,
72,00:10:14,75,614,800.0,195.79512233902173,3.696354928141788,27.5152251998038,13.991059244228438,,0,0.0,
74,00:10:29,81,629,740.74,159.58527573044347,2.830061563552136,18.941170712476648,13.380110734418675,up trend,0,2.19,HF
76,00:10:39,83,639,722.89,129.99424260711015,2.0884012705256554,25.28372790906419,16.423966745992555,,0,0.0,
78,00:10:49,73,649,821.92,111.4345486624988,1.6812812296259068,27.977154744395225,18.19513839531016,,0,0.0,
80,00:11:04,71,664,845.07,99.80286720930168,1.36073467932556,30.706548460667907,22.375114274021264,,0,0.0,
82,00:11:17,73,677,821.92,105.10051818442898,1.2477996373050266,31.414725992497104,22.824824786416485,,0,0.0,
84,00:11:37,71,697,845.07,131.96579856922938,1.2854916923535855,31.685143970134696,22.602979892040786,,0,0.0,
86,00:11:47,68,707,882.35,183.9975903576496,1.2970808354297745,32.36107395168032,22.7855094034676,up trend,0,10.55,HF
