Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,increase rate,kind
74,00:07:49,60,469,1000.0,3310.4965056082183,2.8071786703276342,74.12909048189833,47.40546967494405,up trend,0,3.52,HF
206,00:22:31,60,1351,1000.0,607.5415886848393,0.9748457810190254,35.670519127945745,30.824218777858857,up trend,0,2.1,HF
218,00:24:11,65,1451,923.08,386.4761012111933,0.9181573422473476,37.25952583801182,30.356375923085324,up trend,0,5.98,HF
230,00:25:17,62,1517,967.74,404.07212814399867,1.9372920208459947,46.90837223083892,30.621697656187187,up trend,0,2.12,HF
254,00:27:37,83,1657,722.89,1722.429769932523,10.512070258794266,49.34332721630667,28.512257764988437,up trend,0,3.32,HF
278,00:29:57,73,1797,821.92,4152.517748067087,4.491084786251712,70.82294944696491,39.29071799303447,up trend,0,3.35,HF
362,00:39:55,78,2395,769.23,651.9652242283745,3.3487198147459605,52.685507401592574,26.49715260020156,up trend,0,3.29,HF
374,00:41:22,76,2482,789.47,1433.8941618942722,4.5520545499439615,43.68985161619226,24.27566775390452,up trend,0,4.27,HF
386,01:19:44,80,4784,750.0,1266.7197730855662,4.368066183847292,45.72159025079098,31.006364389477547,up trend,0,4.28,HF
506,01:33:33,76,5613,789.47,446.7083700372082,2.3388339534308047,34.936488136418674,21.929166627566847,up trend,0,2.35,HF
518,01:34:49,73,5689,821.92,1449.4047805971509,5.135656028095921,33.59314045687158,21.62120482209961,up trend,0,2.55,HF
590,01:42:53,70,6173,857.14,190.1491862205829,2.9148957498515164,40.99510316650823,20.775892279274075,up trend,0,1.93,HF
650,01:49:54,73,6594,821.92,279.09483146775,6.002102723803284,22.64045439797838,16.264713401742323,up trend,0,17.38,HF
698,01:55:23,82,6923,731.71,530.1955342962234,8.17281589790352,42.01869429680274,19.053990904473405,up trend,0,2.14,HF
806,02:08:55,73,7735,821.92,561.7875651233657,7.021242532254787,30.035418178258432,15.938898830169151,up trend,0,3.11,HF
818,02:10:20,74,7820,810.81,386.5379809453759,10.201009431543843,32.24925024029589,14.539779284179428,up trend,0,1.74,HF
902,02:21:12,62,8472,967.74,461.3003145815273,0.7178024144314024,83.6299895016185,32.65107917708956,up trend,0,2.38,HF
914,02:22:52,56,8572,1071.43,741.7625177293529,1.0301622321563866,67.59011798317556,41.36543117046367,up trend,0,3.59,HF
962,02:28:49,55,8929,1090.91,607.3537805266319,2.273627131473287,36.36158313834161,27.75210372610496,up trend,0,4.11,HF
1022,02:35:55,62,9355,967.74,739.3015903296651,2.3402481690104096,46.37931665371221,33.10682333025034,up trend,0,3.69,HF
1058,02:39:57,61,9597,983.61,325.1097817312714,1.497607881720316,28.31492410192829,22.67823311333706,up trend,0,3.46,HF
