Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,increase rate,kind
110,12:13:12,73,43992,821.92,1112.8174438856186,10.758801140629984,57.42078725673895,17.239341397998214,up trend,0,2.02,HF
134,12:15:52,71,44152,845.07,1091.656441117561,17.74029906843541,50.63564745174236,21.919053076150483,up trend,0,2.36,HF
182,12:21:08,80,44468,750.0,666.4096984417961,12.924110421114062,49.53263662454879,13.80213152719091,up trend,0,1.9,HF
266,12:30:03,96,45003,625.0,631.69554192921,7.723183771941953,44.45799940645652,15.955952634982207,up trend,0,3.04,HF
302,12:34:58,89,45298,674.16,576.4857767137767,19.880681943139365,62.96715394358476,14.832592628452808,up trend,0,1.99,HF
338,12:39:48,91,45588,659.34,125.92966048153023,2.464413397525792,37.785053594547904,11.48117332054206,up trend,0,2.96,HF
350,12:41:29,88,45689,681.82,646.3337359430899,6.061050418047667,28.12670539337508,11.739875707717411,up trend,0,2.42,HF
362,12:42:59,77,45779,779.22,874.4964573194538,10.29591541900088,39.82179734153401,14.990624076538037,up trend,0,5.02,HF
374,12:44:14,76,45854,789.47,1068.4766664765932,10.783227136941104,45.95633596520658,16.85130752511871,up trend,0,1.83,HF
410,12:48:19,88,46099,681.82,302.8474388041945,2.686674009303829,31.19542971563075,17.06409998104984,up trend,0,1.87,HF
458,12:53:49,77,46429,779.22,288.9148173314867,4.733502309966602,48.19108698351866,12.022524014260451,up trend,0,2.09,HF
506,12:59:59,80,46799,750.0,635.3235450692998,5.083731406870553,26.199436420173104,15.451318416767103,up trend,0,2.22,HF
530,13:03:06,74,46986,810.81,1016.6956954530189,19.125213305502676,47.35031993987119,13.588250551900506,up trend,0,1.86,HF
542,13:04:20,79,47060,759.49,1404.0249314061566,30.45862465773073,47.80794528792323,19.566702505500903,up trend,0,1.74,HF
602,13:11:56,91,47516,659.34,427.2809410254633,25.553214157049727,56.62060665481416,17.0201962865489,up trend,0,6.61,HF
662,13:17:46,77,47866,779.22,7951.412451339201,31.184727446646672,158.88152187355564,23.54130005253035,up trend,0,5.59,HF
686,13:20:01,87,48001,689.66,1114.3185912939718,3.3051587788281807,80.84315824445986,27.44617671601148,up trend,0,2.25,HF
698,13:21:21,84,48081,714.29,998.1002568047592,3.345724786798444,54.48263640269031,21.98621460490781,up trend,0,1.74,HF
734,13:25:21,98,48321,612.24,1731.4867235694503,22.685194468427014,56.18720106274477,15.702202107360868,up trend,0,6.47,HF
746,13:26:52,94,48412,638.3,1457.5889742273594,9.786645684094571,41.87749296679153,15.347682800570867,up trend,0,2.45,HF
782,13:30:57,79,48657,759.49,598.856838128574,7.729444955310138,47.35645325936185,17.01801986131172,up trend,0,2.11,HF
818,13:35:22,83,48922,722.89,230.41553449671693,3.117004610432158,35.29974556420995,17.29738673196336,up trend,0,2.92,HF
854,13:39:27,109,49167,550.46,2002.825341500234,13.659573968225894,86.08332973441064,19.346951718974395,up trend,0,2.21,HF
866,13:40:27,105,49227,571.43,2175.814813509722,13.989172158218691,88.17024131595811,18.42071759554154,up trend,0,1.94,HF
