Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,increase rate,kind
50,00:05:56,67,356,895.52,463.0008759088467,9.879944977106693,34.45407419408376,18.13178340339844,up trend,0,2.37,HF
98,00:12:01,83,721,722.89,436.5788689474359,7.187156819621973,49.41644293808551,19.188232150493285,up trend,0,18.23,HF
146,00:17:42,57,1062,1052.63,1080.3294254022987,3.1136123712215005,141.51452392411667,25.90529120170044,up trend,0,3.66,HF
158,00:19:37,55,1177,1090.91,613.8621391113767,3.9267125917346624,84.79885023407103,26.707456728373803,up trend,0,2.17,HF
242,00:30:03,57,1803,1052.63,853.1602120637344,9.098098502818052,65.19041038185834,23.92302989137609,up trend,0,9.54,HF
254,00:31:23,54,1883,1111.11,635.2151586892402,16.250998618389158,48.66899657473774,22.220403980603606,up trend,0,5.56,HF
290,00:35:53,56,2153,1071.43,805.8181420948896,9.75896259707064,44.76580085880973,21.319228745095685,up trend,0,3.11,HF
338,00:41:58,60,2518,1000.0,567.451621536571,5.390768893780243,38.24806806058763,24.48566998662435,up trend,0,2.33,HF
362,00:45:20,54,2720,1111.11,1548.945576494804,5.902147882332799,41.53338911020371,26.03037389869999,up trend,0,1.8,HF
422,00:53:00,56,3180,1071.43,12853.713038810609,7.073907030171324,143.7533495083059,62.18905100824519,up trend,0,2.89,HF
434,00:54:30,74,3270,810.81,14231.796966815193,13.20189397702414,144.56317119854418,63.63147727343756,up trend,0,2.76,HF
446,00:56:10,55,3370,1090.91,5696.85591556243,25.223327767301438,146.3423604191938,68.44219912019312,up trend,0,2.04,HF
470,01:00:27,56,3627,1071.43,3161.963694801941,16.248793322625033,72.4774952041061,33.83937490376484,up trend,0,1.95,HF
542,01:11:02,58,4262,1034.48,137.5231745542111,0.6809235304423567,23.33418539746495,19.82096406148125,up trend,0,2.98,HF
614,01:21:23,63,4883,952.38,987.48919718307,8.812758328626789,83.84449507467102,43.23568570483584,up trend,0,1.94,HF
626,01:22:43,51,4963,1176.47,8312.21497238979,10.855182054517776,99.11751860230132,45.30268607164615,up trend,0,1.75,HF
638,01:24:13,52,5053,1153.85,10717.972755649653,11.879133445425673,104.44987101935156,46.56281460652515,up trend,0,2.63,HF
722,01:34:23,59,5663,1016.95,947.8165433322828,4.640170198199977,76.76722772838704,37.103743966431885,up trend,0,2.01,HF
746,01:36:43,56,5803,1071.43,3917.12190512715,5.553910858170161,126.60558119625222,41.68904578873819,up trend,0,1.85,HF
770,01:39:13,63,5953,952.38,4340.562710326861,11.294424326483472,91.92340964995516,45.75966254602989,up trend,0,6.33,HF
794,01:42:08,67,6128,895.52,2723.388017477229,8.821287999653851,70.23811803066619,36.73480571638303,up trend,0,1.89,HF
842,01:47:25,58,6445,1034.48,4770.629484728543,17.217721377142848,99.55943964798318,37.43632346112148,up trend,0,2.92,HF
890,01:53:25,59,6805,1016.95,3518.005957482167,22.254915196303354,67.89233200698688,27.04402367116495,up trend,0,9.07,HF
986,02:03:38,55,7418,1090.91,2088.7110935249307,22.371492146530997,119.4864747617051,46.50231504002389,up trend,0,1.87,HF
998,02:04:48,60,7488,1000.0,4670.791831195965,38.5640256436965,108.77820748886144,34.98995179377376,up trend,0,2.42,HF
1022,02:07:33,54,7653,1111.11,3167.8989818477107,7.643740505974605,102.54905959110695,35.76741000362406,up trend,0,4.99,HF
1106,02:17:35,78,8255,769.23,3865.927546167913,43.94888361879382,74.27991716088927,26.139281995978884,up trend,0,5.16,HF
1130,02:20:25,77,8425,779.22,3070.93210857172,46.60232335239127,73.25483125977397,25.969715565069485,up trend,0,5.2,HF
1190,02:28:55,57,8935,1052.63,462.6348113584477,11.158277177072447,21.326659644488107,15.389189619432782,up trend,0,2.8,HF
1262,02:41:30,59,9690,1016.95,138.18447184406696,1.5050765548247234,28.94029620668409,16.020434782247495,up trend,0,3.92,HF
1322,02:51:43,62,10303,967.74,184.11392290274557,2.903464018909039,18.48962681492253,16.255897893580993,up trend,0,2.51,HF
1418,03:08:31,56,11311,1071.43,275.00438767727786,4.747497882181373,31.44171499515781,17.933743590886788,up trend,0,6.54,HF
1430,03:10:21,57,11421,1052.63,318.1565259337597,3.371521700501307,23.86326077330365,16.270710695314218,up trend,0,3.93,HF
1466,03:15:52,59,11752,1016.95,1783.751069990068,8.096813640561042,46.06815486752164,27.288461155677098,up trend,0,4.22,HF
1586,03:31:10,56,12670,1071.43,1804.2518151069216,2.2769130411121763,61.459115243968725,31.52123673503504,up trend,0,2.71,HF
1610,03:33:35,56,12815,1071.43,1892.7749528521492,5.021987748980181,71.58398125136601,37.44582026210724,up trend,0,2.61,HF
