Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,increase rate,kind
50,00:07:59,75,479,800.0,52.14766165290718,1.2413408465292293,19.44590468505922,10.203120071021097,up trend,0,3.7,HF
52,00:08:14,71,494,845.07,63.49892807171021,1.4530658296864971,18.753651599795987,10.5719142745565,,0,0.0,
54,00:08:29,71,509,845.07,81.00028294212127,1.821787608262268,17.790931729280473,11.02463438238685,,0,0.0,
56,00:08:49,69,529,869.57,108.04702011002291,2.5375286129098207,15.977586469418828,10.818137547655793,,0,0.0,
58,00:08:59,68,539,882.35,140.8758896278399,3.5006242759933266,18.36383960562783,10.410208980630903,,0,0.0,
60,00:09:14,68,554,882.35,182.24753147774985,4.955852516110663,21.339872712548125,10.474975719615331,,0,0.0,
62,00:09:24,68,564,882.35,224.62461603250185,6.991534410353305,23.815303645225413,10.788493019539528,,0,0.0,
64,00:09:34,65,574,923.08,273.9558644032028,9.857546823007931,26.976546036912023,10.98842870050684,,0,0.0,
66,00:09:44,68,584,882.35,322.4283801679109,12.107543619360715,31.913880652884128,11.8423370556143,,0,0.0,
68,00:10:04,70,604,857.14,365.98888595626937,15.12756726490916,32.77252690213285,12.57642952478313,,0,0.0,
70,00:10:14,73,614,821.92,405.41300310942944,17.09827662602964,32.55031528986146,13.14874355757451,,0,0.0,
72,00:10:30,72,630,833.33,442.4708955470624,17.067111405807292,32.2277655857967,13.563352409025905,,0,0.0,
74,00:10:45,69,645,869.57,468.59615687348617,15.92959241296443,32.20733844885641,13.993856888372305,,0,0.0,
76,00:11:10,70,670,857.14,485.741197074226,14.701283190091704,32.060778251340594,14.021282875307378,,0,0.0,
78,00:11:25,66,685,909.09,499.64250641870814,12.955185390734991,31.9982354130821,14.244787732747044,,0,0.0,
80,00:11:40,68,700,882.35,510.08750056058045,11.079436439391152,33.603598808728215,14.790044431499,,0,0.0,
82,00:11:55,72,715,833.33,520.458653389975,10.015881172830268,33.194243863559684,15.260100168179024,,0,0.0,
