Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,decrease,kind
6,00:00:46,64,46,937.5,,,,,start,-0.04,0,BPM
18,00:02:02,57,122,1052.63,,,,,stop,0.19,7,BPM
36,00:03:59,63,239,952.38,,,,,start,-0.1,0,BPM
42,00:04:34,63,274,952.38,,,,,stop,0.27,0,BPM
84,00:09:04,66,544,909.09,3005.618723265265,3.965518396094791,58.36424524571564,39.381328607058734,start,4.8,0,BPM
90,00:09:35,58,575,1034.48,2203.361569910191,6.394363845264604,61.717685112724936,37.8348379844043,stop,0.92,8,BPM
114,00:12:20,64,740,937.5,4163.1217602607885,19.921403072324114,70.3013001429982,32.19681956025964,start,6.67,0,BPM
126,00:14:00,60,840,1000.0,5712.763933934168,11.121379887855378,72.44040611792987,34.29332689296498,stop,0.06,4,BPM
132,00:14:40,64,880,937.5,4355.630746805427,8.165515873850355,74.39486293133034,34.66811356216521,start,-0.19,0,BPM
144,00:15:56,59,956,1016.95,1838.8650591597736,3.398081775362768,70.51279449569302,36.47232604793583,stop,0.61,5,BPM
156,00:16:56,60,1016,1000.0,1457.2177103334627,2.781847727926244,62.21011265125336,36.71350560594222,start,1.75,0,BPM
174,00:19:01,59,1141,1016.95,4334.866012744129,10.40418052583664,59.80340432088584,36.22590732092834,stop,0.07,1,BPM
180,00:19:36,65,1176,923.08,3308.6935213429724,7.278859477432912,56.77433269586904,37.030273797948354,start,-0.37,0,BPM
198,00:21:36,60,1296,1000.0,452.5887662369584,0.6802872472296747,55.83177418982558,35.20079547454598,stop,0.02,5,BPM
204,00:22:16,60,1336,1000.0,588.3952965654977,0.921010543975863,36.50324681337768,31.22794075300947,start,-0.07,0,BPM
210,00:23:01,60,1381,1000.0,576.4818256819026,0.9990660090613446,36.40466387703643,30.739424861508503,stop,0.04,0,BPM
240,00:26:07,65,1567,923.08,1174.2860657475826,5.41768833324735,45.144910279260166,27.775938897410004,start,-0.09,0,BPM
246,00:26:52,64,1612,937.5,1747.293380579215,7.663907681876915,43.78472569799862,25.764708182999133,stop,0.1,1,BPM
264,00:28:32,66,1712,909.09,1253.050045319851,7.83397066693537,72.54292287427394,39.37998637037108,start,-0.09,0,BPM
270,00:29:12,62,1752,967.74,2133.5298092272506,4.435194766585587,72.82826497749795,40.557499696513005,stop,3.43,4,BPM
876,02:17:46,61,8266,983.61,3472.9946806757484,16.30501211933824,75.09761273849128,23.53664966708347,start,-0.01,0,BPM
900,02:21:06,55,8466,1090.91,622.1914088098531,1.0679263126813638,85.30143621156154,32.720310549396984,stop,0.38,6,BPM
906,02:21:32,57,8492,1052.63,276.2823483221311,0.3856444162204951,65.61782392998205,43.15772454329703,start,-0.06,0,BPM
930,02:24:33,54,8673,1111.11,2579.4947559898337,2.4836440983842936,64.46132889934388,44.066883210846285,stop,0.05,3,BPM
954,02:27:44,58,8864,1034.48,850.0319663170318,2.311994577897391,44.53945646736342,34.73133681767598,start,-0.02,0,BPM
978,02:31:04,55,9064,1090.91,391.4791855643449,2.542033082204397,33.65898854750116,26.05990520289114,stop,0.12,3,BPM
996,02:32:59,62,9179,967.74,910.644685816669,4.175926059344632,45.00789473650423,31.35947212305613,start,-0.08,0,BPM
1008,02:34:20,59,9260,1016.95,1622.625580016516,4.035605516645814,44.87458946250732,31.94815739951977,stop,0.08,3,BPM
1014,02:35:05,64,9305,937.5,1362.801289273771,3.365688119380198,44.97371837336259,32.77296518380319,start,-0.08,0,BPM
1026,02:36:15,61,9375,983.61,551.6611189891021,1.8365489001497013,46.38627365626912,30.280175436905854,stop,0.0,3,BPM
1032,02:37:00,63,9420,952.38,503.9184173879851,1.490554910403952,34.51954033380433,29.428115669147687,start,-0.17,0,BPM
1038,02:37:35,60,9455,1000.0,542.1923825238282,1.4623282711961911,33.42566102654105,28.14991510481273,stop,0.06,3,BPM
1050,02:39:00,62,9540,967.74,337.9775478792138,1.0924813058858722,30.572861152015346,24.63575545703391,start,-0.01,0,BPM
1056,02:39:45,60,9585,1000.0,316.646450968944,1.3062124890910771,30.62142159418763,22.71455498492686,stop,0.14,2,BPM
1062,02:40:22,65,9622,923.08,335.4694649348911,1.933271099659839,24.05595976137341,21.585768790703625,start,-0.08,0,BPM
1074,02:42:07,59,9727,1016.95,386.118380517693,3.718827755455136,25.160772510122232,19.72072901951712,stop,0.06,6,BPM
1080,02:42:57,60,9777,1000.0,482.8155749956469,5.910269936778058,25.160772510122232,19.739061088437342,start,-0.01,0,BPM
1098,02:45:12,61,9912,983.61,315.19175556262314,2.5999004819581084,28.450900847256285,20.805799279851502,stop,0.03,-1,BPM
1104,02:46:22,64,9982,937.5,229.25918830215923,1.7293597594600842,27.75486835839502,21.59020346625492,start,-0.11,0,BPM
1110,02:46:58,61,10018,983.61,240.20201000447497,1.4145322771408877,28.153698365093238,21.44947670737933,stop,0.0,3,BPM
1128,02:49:18,62,10158,967.74,444.379950071073,2.192748886998299,25.895823665334973,21.719661787497188,start,-0.19,0,BPM
1134,02:50:03,58,10203,1034.48,422.0731057905727,3.312883818688405,28.906961850539957,21.769292218018244,stop,0.06,4,BPM
1140,02:50:38,62,10238,967.74,479.9974932565176,6.579082995038283,29.373073787301976,21.81346845695221,start,-0.25,0,BPM
1146,02:51:18,56,10278,1071.43,630.9926591221828,11.945130148537965,32.8176833498189,22.01211962088345,stop,0.2,6,BPM
1158,02:52:43,60,10363,1000.0,916.108401517626,8.070480272384914,34.537109107008206,21.797613518503383,start,-0.03,0,BPM
