Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,increase rate,kind
98,00:12:18,133,738,451.13,395.1112368254587,4.805885987939384,21.78307796695145,6.751721473605297,up trend,0,8.89,HF
134,00:16:03,124,963,483.87,315.09824043516375,6.088295009218963,26.638840083990303,8.66088108823172,up trend,0,1.85,HF
146,00:17:53,123,1073,487.8,217.7472002836994,1.9036079955677057,20.12268077243656,8.856755867121775,up trend,0,4.39,HF
194,00:23:08,101,1388,594.06,205.5415990312682,2.811762880337269,25.510315260574053,8.841030506007952,up trend,0,2.12,HF
242,00:28:38,107,1718,560.75,910.6139087736652,8.13180427043342,34.31213122116981,14.74796443927232,up trend,0,4.02,HF
302,00:35:53,90,2153,666.67,1319.6868471105718,44.62023185069186,52.61580800869795,13.301745013650024,up trend,0,6.54,HF
350,00:43:07,95,2587,631.58,34.07466654792736,2.4955491486583687,16.812590248297333,7.076407482412447,up trend,0,3.58,HF
398,00:49:12,86,2952,697.67,130.08314831677376,4.897664631202334,26.8009187848903,7.947645011227518,up trend,0,2.24,HF
422,01:28:54,86,5334,697.67,710.4630851162017,0.9949773215060836,55.93211777992086,46.40540391209733,up trend,0,2.35,HF
446,01:31:44,89,5504,674.16,2382.359177423026,1.4352566104661626,55.91660676290677,46.62113727502073,up trend,0,2.64,HF
506,01:39:11,89,5951,674.16,86.10552244276178,0.8323945959746998,16.38229486802314,12.349353614415516,up trend,0,13.04,HF
518,01:40:27,82,6027,731.71,142.0633180750447,1.7534849661345373,16.28409829075155,10.349981465033204,up trend,0,2.48,HF
662,01:59:53,80,7193,750.0,453.7210960075258,3.2538055397554886,30.89068876882231,14.862602499603646,up trend,0,1.88,HF
698,02:04:58,95,7498,631.58,587.3626056753549,2.718150932615282,42.81939465966805,13.92222873900672,up trend,0,2.0,HF
734,02:09:00,93,7740,645.16,3967.832183332289,8.496233996817805,56.33965624057466,22.918503886775927,up trend,0,4.43,HF
758,02:11:45,78,7905,769.23,1607.580002259475,19.19105605691292,63.86098254227934,24.58331851031492,up trend,0,2.6,HF
770,02:12:55,76,7975,789.47,151.2288974940962,1.583565219195821,64.07615836690918,15.04679001634297,up trend,0,4.21,HF
830,02:19:10,84,8350,714.29,385.7717482062989,0.977919024356872,34.54903372936287,21.720996895226723,up trend,0,2.14,HF
842,02:20:20,76,8420,789.47,369.7664281676685,1.230162229358312,27.97989664318411,19.964245284906674,up trend,0,2.87,HF
866,02:23:01,80,8581,750.0,409.88297237850026,2.345596344893922,25.039089557680622,18.3736236191438,up trend,0,3.13,HF
878,02:24:16,78,8656,769.23,486.1994728914083,2.8741831894269447,25.049375323181863,18.575263505148836,up trend,0,1.81,HF
902,02:26:26,79,8786,759.49,353.7449980016386,2.880897063473135,22.572023522900352,17.689732926768787,up trend,0,1.79,HF
914,02:27:41,81,8861,740.74,236.57340337972676,1.4930299368510296,19.9323923925302,16.269591580739867,up trend,0,2.51,HF
938,02:30:06,79,9006,759.49,203.1903346746093,2.612519796353698,18.65878048380593,14.404843927354037,up trend,0,1.76,HF
998,02:36:26,73,9386,821.92,173.22773152384082,1.0659645139019411,25.323891438557308,14.01072599322185,up trend,0,1.78,HF
1010,02:37:42,78,9462,769.23,121.05732271974712,1.337097637114094,20.102384876284827,16.09574953399885,up trend,0,1.73,HF
1094,02:47:12,75,10032,800.0,1317.7853659421337,4.317151538215907,35.50003311352293,28.949237944219195,up trend,0,1.96,HF
1106,02:48:22,74,10102,810.81,955.5227124255632,3.06557297681218,40.02120391512887,28.65276056080988,up trend,0,2.61,HF
1154,02:53:13,68,10393,882.35,1547.53403641838,2.20281069701046,44.62456231489468,28.729578124011383,up trend,0,9.33,HF
1178,02:55:53,75,10553,800.0,1678.116283426079,3.929300240425236,52.45790840711226,31.305186080108257,up trend,0,2.43,HF
1262,03:05:13,69,11113,869.57,634.1008310560362,6.883670175063133,51.07859992847359,19.8902090568835,up trend,0,7.94,HF
1502,03:35:57,67,12957,895.52,121.6875526476861,1.291194122294045,20.971164657739937,15.555288161776955,up trend,0,2.56,HF
1538,03:41:43,71,13303,845.07,332.89435593537314,5.543804789125825,21.88820622609167,15.701739602050855,up trend,0,5.17,HF
1550,03:43:18,70,13398,857.14,116.7492913110854,1.4371599234161032,21.54498454918196,16.053143375828224,up trend,0,1.83,HF
