Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,decrease,kind
0,00:00:01,73,1,821.92,,,,,start,3.39,0,BPM
18,00:02:16,69,136,869.57,,,,,stop,0.01,4,BPM
30,00:03:26,72,206,833.33,,,,,start,-0.09,0,BPM
42,00:05:06,64,306,937.5,,,,,stop,0.25,8,BPM
54,00:06:21,71,381,845.07,595.8664673724684,9.990210626306864,30.4197252795227,18.59224124988371,start,7.34,0,BPM
60,00:07:16,69,436,869.57,846.7963244070894,9.355107462173374,28.83889083320986,17.78646986346873,stop,0.04,2,BPM
66,00:08:11,71,491,845.07,903.2338657060852,8.007694789686415,28.080823085209893,17.944608137947437,start,-0.05,0,BPM
72,00:08:51,67,531,895.52,704.7572929172514,6.142686956794744,28.121645979782983,17.12938577833008,stop,0.09,4,BPM
78,00:09:41,70,581,857.14,438.5710310316631,4.62141088474243,28.782046990073088,18.161261924598666,start,-0.04,0,BPM
84,00:10:26,67,626,895.52,307.63180648506136,4.242087737148444,27.300847064678763,18.197908884130115,stop,0.06,3,BPM
120,00:14:32,64,872,937.5,2502.4668737342013,18.085519572645637,89.48947535062776,25.444566117306053,start,3.89,0,BPM
126,00:15:17,57,917,1052.63,3680.780141290088,29.99118120601234,105.89626846810698,26.11073999060813,stop,0.13,7,BPM
132,00:15:57,58,957,1034.48,3902.8092252762353,18.04727663833417,120.66226833418564,27.53547474418691,start,-0.12,0,BPM
138,00:16:32,56,992,1071.43,2651.958586962315,7.613114013539356,135.67734020664992,27.71509008405614,stop,0.04,2,BPM
150,00:18:32,56,1112,1071.43,816.0548837380453,2.89814373472929,128.74502666931116,26.076608487379676,start,-0.08,0,BPM
156,00:19:22,54,1162,1111.11,653.0501107020008,3.487208373123941,102.23112218909084,26.567335744696503,stop,0.28,2,BPM
168,00:20:57,60,1257,1000.0,598.1450605360347,9.26233570823872,46.28352251821243,22.41160040365393,start,-0.07,0,BPM
174,00:21:47,57,1307,1052.63,712.6003810388869,17.21540541437486,36.66142410641195,18.01304668900872,stop,0.01,3,BPM
198,00:24:47,68,1487,882.35,691.3753954167227,15.870503190234318,77.5031013467677,16.973160084831168,start,2.82,0,BPM
204,00:25:22,57,1522,1052.63,796.6088098111454,18.37397380040181,79.55558021603642,20.23255005264173,stop,0.09,11,BPM
210,00:26:17,62,1577,967.74,1435.2442661094003,40.595161147742296,71.0196008554925,22.622771487948125,start,4.25,0,BPM
216,00:26:52,58,1612,1034.48,2395.2874594654563,56.53738236392567,70.38252010062078,22.752469881625725,stop,0.05,4,BPM
234,00:28:48,58,1728,1034.48,1347.973935171236,9.063957274718485,63.56319781741249,24.401276229587943,start,-0.04,0,BPM
252,00:31:08,54,1868,1111.11,694.9114050839121,16.13991653021934,46.14554842615936,21.96635274826535,stop,0.08,4,BPM
258,00:31:43,59,1903,1016.95,504.4947010946847,12.389775000368523,49.8083756013064,19.89063552611261,start,-0.02,0,BPM
264,00:32:28,56,1948,1071.43,363.1484255708205,7.306451471145402,44.25658968574333,20.78511761539285,stop,0.09,3,BPM
270,00:33:23,60,2003,1000.0,375.3578990623408,6.133118274520033,41.20191716413203,20.73237436809338,start,-0.12,0,BPM
282,00:34:48,55,2088,1090.91,567.9624400585535,7.34510544051074,45.76675651382689,21.813977030279247,stop,2.76,5,BPM
300,00:36:58,60,2218,1000.0,1186.184760427297,12.496541806327151,41.36943073116196,21.826371897410752,start,-0.12,0,BPM
312,00:38:33,57,2313,1052.63,537.2672419233477,3.812292442524795,35.58370675303115,22.048691247198448,stop,0.01,3,BPM
318,00:39:03,57,2343,1052.63,504.3875307051737,3.650826208072103,35.61936377527121,22.936159136140624,start,-0.07,0,BPM
324,00:40:08,54,2408,1111.11,637.9465192385807,5.409758425032081,32.49143151663218,23.16777014452162,stop,0.01,3,BPM
342,00:42:23,55,2543,1090.91,550.969235166749,4.763644010164216,44.39039225015303,25.29559988356447,start,-0.01,0,BPM
348,00:43:13,54,2593,1111.11,612.9621798701789,4.104127581776731,45.04526401797392,27.680075940676744,stop,1.02,1,BPM
354,00:44:15,56,2655,1071.43,933.33184792739,4.485368170379664,41.105864470626905,25.664859561792458,start,-0.02,0,BPM
360,00:45:00,54,2700,1111.11,1435.7150134823758,5.590181776223954,40.87847900641054,25.83586219792565,stop,8.02,2,BPM
372,00:46:55,57,2815,1052.63,1123.9376128896283,6.347308455206268,38.88709452992841,24.34960092704029,start,1.75,0,BPM
378,00:47:55,54,2875,1111.11,534.1403024939108,4.612577180564728,37.78419279086347,24.66778197055701,stop,0.04,3,BPM
414,00:52:10,68,3130,882.35,3600.803840971755,5.067169358700287,143.7726477344402,60.98587340607692,start,-0.38,0,BPM
426,00:53:35,54,3215,1111.11,16788.74642665711,8.451255507706515,144.40546229478798,62.01448619443028,stop,0.07,14,BPM
