Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,decrease,kind
54,18:56:13,76,68173,789.47,1331.11223111556,11.838872832795555,70.54653228753288,18.50596594372215,start,3.2,0,BPM
60,18:57:08,70,68228,857.14,637.8490878790901,15.334225925596568,65.74971697122292,19.35323292087903,stop,0.05,6,BPM
66,18:57:59,74,68279,810.81,533.8156917138148,15.250253305453324,61.95178790389989,16.47244179760579,start,-0.13,0,BPM
72,18:58:29,71,68309,845.07,541.0894075407145,14.96788448912694,64.5603424035631,13.4606120793603,stop,0.14,3,BPM
1056,20:57:07,79,75427,759.49,516.2247640484346,4.2433815547441744,29.07037435505186,13.292703921739186,start,-0.03,0,BPM
1068,20:58:57,74,75537,810.81,195.8043441545101,2.7356608681895445,35.048613609659135,14.642422153817728,stop,0.03,5,BPM
1092,21:02:32,76,75752,789.47,755.245537800357,10.288342712045914,28.78007743462232,11.800686680123707,start,-0.03,0,BPM
1098,21:03:32,76,75812,789.47,539.0606063558238,8.650980543269373,27.58709386577686,11.635359636794693,stop,-0.0,0,BPM
1104,21:04:27,75,75867,800.0,304.9608971121847,5.768499350861399,24.8665949319605,11.697536370657591,start,-0.05,0,BPM
1116,21:06:12,74,75972,810.81,46.61871811211589,1.1508897906014803,18.10664868302833,9.08776942165812,stop,-0.0,1,BPM
1128,21:07:57,77,76077,779.22,15.321140245033458,0.4056629126695608,17.036265233379055,8.921423653206915,start,-0.02,0,BPM
1146,21:11:12,80,76272,750.0,87.90796772813846,2.890319906746462,12.354742572826664,8.965685832605299,stop,0.01,-3,BPM
1158,21:12:33,77,76353,779.22,201.4657957345877,5.768859977819215,28.201553970789377,15.417867186204075,start,-0.02,0,BPM
1164,21:13:33,77,76413,779.22,440.3331946719356,5.30181811154463,27.526732090675704,15.221988258128835,stop,0.04,0,BPM
1170,21:14:23,78,76463,769.23,691.7176263150445,4.873936019842798,25.999595353209088,15.640889765389344,start,-0.09,0,BPM
