Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,increase rate,kind
50,17:01:02,89,61262,674.16,110.98124972928704,1.403030756043614,58.01319015428776,14.574576900779478,up trend,0,3.21,HF
86,17:05:32,82,61532,731.71,432.1786185584717,4.191695597020624,44.48039828270152,14.399305113619269,up trend,0,2.47,HF
122,17:09:42,99,61782,606.06,851.1893377426281,6.107967851659432,87.53178555244946,13.144648790923805,up trend,0,2.03,HF
146,17:12:22,105,61942,571.43,350.3461743520376,7.279637886869713,27.78564199476456,10.967171235006733,up trend,0,3.49,HF
194,17:16:22,106,62182,566.04,87.38811975437689,1.1000132791569626,12.74675831379115,9.255165022398922,up trend,0,1.93,HF
242,17:20:58,83,62458,722.89,939.0249125522934,4.632395763789621,53.19483745282668,20.640916171724623,up trend,0,4.53,HF
302,17:28:58,86,62938,697.67,151.24012103895845,10.03376040547821,15.485778925800776,8.480720031040875,up trend,0,2.29,HF
350,17:36:19,93,63379,645.16,84.38716110992429,2.411382065592123,13.14928583301646,8.167538034868304,up trend,0,2.11,HF
410,17:43:00,84,63780,714.29,1003.5500392842264,5.439918075377325,61.83404492837324,17.202098115980988,up trend,0,1.89,HF
482,17:52:20,107,64340,560.75,1592.325770801763,30.581910303825964,50.26716495580269,16.181146562639892,up trend,0,3.04,HF
518,17:56:26,124,64586,483.87,694.2164066412992,15.357135635658205,55.645514414818685,12.234618664983016,up trend,0,5.17,HF
662,18:08:05,84,65285,714.29,932.9607071162358,7.467207058725997,79.13920176602277,12.95158842988546,up trend,0,2.1,HF
698,18:12:36,77,65556,779.22,436.3807672503379,14.248521491411331,26.12147333407627,11.292015600703476,up trend,0,2.94,HF
734,18:17:01,85,65821,705.88,202.0326896253245,1.9733350850443847,19.174622664514967,11.761096453814098,up trend,0,1.89,HF
770,18:21:56,70,66116,857.14,202.5318840382207,1.835569137590352,41.68134261860812,15.47913183770265,up trend,0,3.82,HF
818,18:28:16,78,66496,769.23,383.615287728228,5.252704950947592,41.58158432110376,12.331148795316883,up trend,0,3.87,HF
854,18:33:02,85,66782,705.88,1954.3408085233232,10.788123977884156,40.83974530942592,17.181900895050795,up trend,0,2.5,HF
926,18:41:47,80,67307,750.0,225.34445678100047,5.1750756406513165,16.35819101445225,9.584263462700145,up trend,0,4.66,HF
1046,18:56:28,77,68188,779.22,374.01759163797,3.4262109134893746,28.28931135930448,13.651156862093025,up trend,0,2.71,HF
1082,19:01:18,76,68478,789.47,208.92668344725237,0.7659627550423243,23.628795124178637,16.735266563122785,up trend,0,1.9,HF
1094,19:03:13,75,68593,800.0,568.0834895071646,3.8910305890685737,25.8791907610918,20.2350007942391,up trend,0,2.26,HF
1118,19:06:29,77,68789,779.22,314.18608599960874,2.293099173363898,23.41861088004624,17.486008517599167,up trend,0,2.65,HF
1286,19:28:24,107,70104,560.75,2900.176417685494,15.044394645896816,143.02764006945208,23.761843019291863,up trend,0,1.84,HF
1298,19:28:54,99,70134,606.06,4882.33130077502,16.369305200517854,129.13669723678274,26.323118999798467,up trend,0,2.82,HF
1358,19:33:50,116,70430,517.24,1555.1107103732234,16.44395616482239,55.78035189152948,13.402592347477142,up trend,0,2.18,HF
1394,19:38:11,102,70691,588.24,377.0406268342268,11.982078634755212,35.13562894596553,11.31877409169277,up trend,0,2.13,HF
1430,19:41:24,117,70884,512.82,1199.4205609332532,26.54560771379262,43.610985133639545,11.174226814324076,up trend,0,2.49,HF
1466,19:42:55,120,70975,500.0,197.53185669775127,21.136267492919707,20.272982371740436,6.599853276043805,up trend,0,4.04,HF
1502,19:46:45,111,71205,540.54,193.6785270419333,1.9576117203541796,30.954059913731143,10.422075471942096,up trend,0,2.25,HF
1538,19:50:50,84,71450,714.29,484.7774197491387,3.6025478977416263,69.29855345694084,16.312239613998127,up trend,0,1.82,HF
1586,19:57:00,93,71820,645.16,457.98822491456616,6.058086844419732,27.235207736475584,12.171552061747793,up trend,0,1.79,HF
1754,20:18:16,97,73096,618.56,73.5014844961652,4.975084570627062,12.697963952170133,7.651508054638909,up trend,0,2.52,HF
1766,20:19:42,94,73182,638.3,25.40609636115347,1.991184651661376,9.803238956631446,6.974516295129035,up trend,0,2.96,HF
1814,20:25:32,88,73532,681.82,448.4928667195487,4.234634130073682,29.31655589162783,13.2251281387257,up trend,0,2.11,HF
1850,20:30:06,86,73806,697.67,514.6067327631974,1.045773671714458,34.18871188338189,36.0771946169401,up trend,0,2.7,HF
