Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,increase rate,kind
50,00:06:16,73,376,821.92,623.1040881074895,7.106494933311489,35.9986486305318,15.60826416370768,up trend,0,1.81,HF
74,00:09:06,78,546,769.23,149.1147083880935,2.3320147726507394,38.79106726333487,15.684027817223102,up trend,0,3.29,HF
86,00:10:36,81,636,740.74,786.0379209571583,11.388734662131313,35.74744101530704,15.125194011236704,up trend,0,5.04,HF
110,00:13:56,73,836,821.92,510.2718865661992,5.527873768525859,34.7071247758163,15.96101001867759,up trend,0,2.57,HF
134,00:16:47,75,1007,800.0,850.6743437711219,6.0444125322654205,36.25131477474933,16.38875460646782,up trend,0,2.08,HF
158,00:19:32,82,1172,731.71,1641.3144769655246,23.56498798997201,43.43271860649549,17.79890790045781,up trend,0,12.69,HF
230,00:28:58,71,1738,845.07,371.8734097543444,5.596933523040835,28.11108902848388,15.85391080317729,up trend,0,3.42,HF
266,00:33:47,74,2027,810.81,2067.133566519909,5.153341952563937,46.46515545073776,26.23080433228016,up trend,0,1.85,HF
278,00:35:32,80,2132,750.0,857.7369096194831,4.173369060794813,48.4533145455394,26.13656387952654,up trend,0,6.0,HF
338,00:42:32,71,2552,845.07,1380.442032838667,9.372103974234822,64.80051034977919,24.596510786230297,up trend,0,3.36,HF
350,00:43:37,74,2617,810.81,4207.104148500574,30.7076976024064,65.60209913297793,23.343733547107835,up trend,0,1.88,HF
386,00:47:35,70,2855,857.14,1852.6188440763217,10.396497349007792,52.30522446297739,21.03820237529037,up trend,0,5.72,HF
398,00:49:00,64,2940,937.5,675.0200009432506,2.625304106402211,50.80730709981286,20.80996474415709,up trend,0,5.43,HF
434,00:53:20,72,3200,833.33,153.90780271216295,1.970113287369392,30.27511106907617,14.129008876659912,up trend,0,2.77,HF
638,01:20:01,59,4801,1016.95,1075.213207308342,6.418378852808228,67.8476578107761,24.07473330430618,up trend,0,11.64,HF
710,01:28:41,100,5321,600.0,1475.7401449136028,11.579828120339926,134.1600144639959,23.177750502741784,up trend,0,2.75,HF
854,01:49:32,70,6572,857.14,3119.539603261172,7.366100335588818,244.6441994648472,53.74723178443515,up trend,0,3.28,HF
962,02:00:32,59,7232,1016.95,4514.035260714709,18.73476970306896,75.1657297685099,37.100606078992456,up trend,0,2.3,HF
1082,02:13:31,60,8011,1000.0,1181.3143310653234,18.431715616754797,56.91753831103163,35.1593539096915,up trend,0,2.04,HF
1106,02:16:16,54,8176,1111.11,3530.508174748756,7.201655602601038,84.68914305980479,40.86281778770306,up trend,0,2.48,HF
1130,02:19:16,59,8356,1016.95,4818.901689479548,30.279831229306968,81.07182147267915,31.1950347304941,up trend,0,5.69,HF
1154,02:22:06,58,8526,1034.48,1724.2660944378802,3.104792256280219,79.60284719064477,44.80424854581428,up trend,0,4.18,HF
1190,02:26:56,59,8816,1016.95,380.4912403771654,2.4201837734847333,63.258655466816464,27.8154869870461,up trend,0,2.27,HF
1214,02:31:54,60,9114,1000.0,150.10915313139293,1.5221024719394949,19.787807979992685,16.71132763811936,up trend,0,2.47,HF
1238,02:36:44,60,9404,1000.0,41.29842820921675,1.158256182053438,14.20636356980742,12.978232089281866,up trend,0,7.8,HF
1334,02:52:15,54,10335,1111.11,2121.1352821055816,8.22511739757036,65.20061779756136,25.41257426181466,up trend,0,7.49,HF
1358,02:55:40,60,10540,1000.0,1332.0511213293055,19.40157086031068,78.6395882273771,25.505564098839294,up trend,0,2.26,HF
1394,03:01:17,56,10877,1071.43,367.66071888334346,1.360617621080748,26.0874952451029,19.062906174996904,up trend,0,2.95,HF
1478,03:15:57,63,11757,952.38,125.87296297390432,5.673275713985692,20.47290821190437,12.06736262885667,up trend,0,2.55,HF
1490,03:18:15,61,11895,983.61,65.08566789495512,2.681117307122687,16.029797513584846,11.601934567747126,up trend,0,3.52,HF
1514,03:21:50,64,12110,937.5,106.4013687446411,1.902209254416238,15.830869740310971,13.166372286384483,up trend,0,3.08,HF
1526,03:23:50,64,12230,937.5,193.96896721748269,3.6003688150561164,18.251321702209697,13.818305221107018,up trend,0,2.18,HF
1622,03:36:57,61,13017,983.61,1221.7506282843574,12.938090255170833,49.2579372694474,19.917074102797496,up trend,0,3.09,HF
1646,03:39:32,69,13172,869.57,2355.4344236899165,6.452679614552822,45.039577779675376,29.42535134948801,up trend,0,2.77,HF
1670,03:42:27,63,13347,952.38,1203.6858708287032,2.601887244397414,55.20868137330932,30.07420448673919,up trend,0,2.15,HF
