Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,decrease,kind
6,00:01:00,68,60,882.35,,,,,start,-0.28,0,BPM
12,00:01:31,59,91,1016.95,,,,,stop,0.01,9,BPM
18,00:02:06,59,126,1016.95,,,,,start,-0.02,0,BPM
24,00:03:01,58,181,1034.48,,,,,stop,0.06,1,BPM
30,00:03:51,59,231,1016.95,,,,,start,0.56,0,BPM
36,00:04:46,56,286,1071.43,,,,,stop,0.24,3,BPM
42,00:05:37,64,337,937.5,,,,,start,-0.01,0,BPM
60,00:08:02,58,482,1034.48,1483.787622156004,9.356350960704942,39.79058744661784,23.0241757148207,stop,6.15,6,BPM
84,00:11:27,64,687,937.5,677.8093053007794,9.541392890956883,74.43077879260349,23.37228019754712,start,-0.01,0,BPM
90,00:12:07,65,727,923.08,519.8031626678295,6.163204838623077,68.48171031981117,21.78896640831908,stop,0.61,-1,BPM
108,00:14:38,69,878,869.57,2089.4575531164387,19.02572558108945,59.55711552067357,21.446987943222585,start,-0.23,0,BPM
114,00:15:28,62,928,967.74,1801.6610030400664,18.98823841545331,46.92744664883858,23.404502270516502,stop,11.06,7,BPM
126,00:17:01,68,1021,882.35,1053.056117255127,7.523264129463916,43.23302159324088,23.36490469547375,start,-0.16,0,BPM
132,00:17:36,64,1056,937.5,964.2643218469896,5.247700370868892,39.844876402757485,24.927398253196607,stop,1.85,4,BPM
180,00:27:38,69,1658,869.57,422.9339940860848,4.034092325917907,35.282102012904204,14.795943252618056,start,-0.02,0,BPM
186,00:28:38,68,1718,882.35,333.6921632745481,5.2578194990321885,24.24644782230996,15.110054970928786,stop,0.03,1,BPM
228,00:34:29,67,2069,895.52,741.921993076377,2.884158682148468,34.374170013579224,24.245032270465604,start,-0.24,0,BPM
234,00:35:09,56,2109,1071.43,885.8908977813547,2.5881484924528166,51.01785324206196,26.9530476865203,stop,9.69,11,BPM
240,00:35:54,56,2154,1071.43,975.8466845390402,2.16461904616186,81.51098781571649,27.66115717620163,start,-0.01,0,BPM
246,00:36:49,54,2209,1111.11,1045.9279748401436,2.258379163847228,98.34816440896216,27.473065362426592,stop,0.11,2,BPM
252,00:37:36,56,2256,1071.43,1056.008441721502,3.078404640546869,104.34717131904304,28.597797867268437,start,-0.16,0,BPM
258,00:38:11,50,2291,1200.0,856.8428653844481,4.295931947363313,110.1764991764374,26.797582361253472,stop,0.0,6,BPM
282,00:41:32,64,2492,937.5,705.0545232460087,5.978989204157557,60.66223500629679,27.62860644110648,start,-0.02,0,BPM
288,00:42:37,61,2557,983.61,569.1116801839297,6.279606608173172,82.86315685095589,25.89287385221135,stop,6.28,3,BPM
294,00:43:32,66,2612,909.09,587.3715951309194,6.075187890065097,95.72236391155582,26.85579548291965,start,-0.05,0,BPM
300,00:44:27,65,2667,923.08,980.2575577304084,7.218667922516282,109.27552337937682,25.208240149375182,stop,0.11,1,BPM
324,00:47:12,62,2832,967.74,566.7606063361766,12.016561219746237,87.55943460371616,26.781718597214923,start,-0.15,0,BPM
348,00:49:52,51,2992,1176.47,2182.79102956832,3.957514787705607,112.11398010370462,27.009569845988043,stop,0.03,11,BPM
366,00:51:57,63,3117,952.38,722.9385466169447,5.26093915937412,107.20471605545444,29.40685093022803,start,4.09,0,BPM
378,00:53:47,58,3227,1034.48,406.49007230577615,2.6214877593215946,61.64135407040186,21.894031616131446,stop,0.03,5,BPM
390,00:55:18,62,3318,967.74,962.6098732344342,6.491609761033493,64.76308445245574,19.39094576215973,start,-0.03,0,BPM
402,00:56:58,59,3418,1016.95,549.5517695518688,7.0324524539031605,46.49426662042781,19.21251760319457,stop,0.62,3,BPM
408,00:57:38,60,3458,1000.0,339.8236189652951,4.926020806091746,31.33939043271069,18.692368026790504,start,16.71,0,BPM
414,00:58:18,58,3498,1034.48,311.19470247545564,4.187798538288218,28.755066152394303,21.32906429437236,stop,0.0,2,BPM
420,00:59:03,60,3543,1000.0,281.3989142315675,3.264299390489587,26.04949200413456,21.205678677261563,start,-0.04,0,BPM
432,01:00:28,60,3628,1000.0,261.6172335560061,1.3492746527555877,23.96379880280305,23.15227559671236,stop,0.02,0,BPM
444,01:02:18,60,3738,1000.0,252.52457739802247,0.9736568303015912,22.700915904384992,23.159787017455013,start,-0.01,0,BPM
450,01:02:48,60,3768,1000.0,265.87406677242006,1.1786916331729769,22.030529451612544,22.879209170006256,stop,0.74,0,BPM
474,01:06:18,68,3978,882.35,143.64147752254473,1.4370008570541384,63.26479635755785,21.09479126152585,start,-0.11,0,BPM
480,01:07:03,65,4023,923.08,408.5816476398912,4.257423973242502,62.71531846888016,20.442511028316886,stop,0.02,3,BPM
492,01:08:43,65,4123,923.08,1261.372091371695,6.36036750920418,55.38641489663364,19.833757658526103,start,-0.01,0,BPM
498,01:09:29,65,4169,923.08,980.3990389904332,4.942743181227455,50.07973708976108,19.669065632539407,stop,11.67,0,BPM
510,01:11:09,67,4269,895.52,221.78350897008724,2.9928659976377068,39.36810742212533,19.664254683178253,start,-0.01,0,BPM
516,01:11:49,66,4309,909.09,345.68936005380715,6.41648508396162,38.5672923411874,19.577593763050157,stop,0.61,1,BPM
522,01:12:34,69,4354,869.57,508.7722001277377,7.821017913013493,25.139424393098707,16.589591155115226,start,-0.07,0,BPM
534,01:14:09,66,4449,909.09,397.5074016334348,3.2712980062558663,26.943014534459238,14.33933195153548,stop,0.17,3,BPM
552,01:15:59,69,4559,869.57,183.06897190142143,2.995317163328741,31.02503715796424,15.911147869673396,start,-0.04,0,BPM
570,01:18:24,60,4704,1000.0,335.7562739945435,2.959666198867092,30.715784633856742,15.375533838417663,stop,6.48,9,BPM
