Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,increase rate,kind
50,00:06:35,70,395,857.14,604.8573114545758,8.858748353143593,27.20553462598585,16.08504077503984,up trend,0,5.61,HF
74,00:09:10,73,550,821.92,288.7136056604346,1.4224599705085608,21.233896437497467,20.18293045205907,up trend,0,2.1,HF
122,00:14:43,68,883,882.35,1975.2599740708465,10.65112008283408,42.67174252168214,28.23025356468715,up trend,0,3.36,HF
134,00:16:13,67,973,895.52,777.0358697249807,6.796966576341327,40.36717523899228,26.962448262843854,up trend,0,2.22,HF
146,00:17:28,68,1048,882.35,323.9216513136316,3.660132346551929,46.13094124824444,25.94756403965192,up trend,0,8.58,HF
170,00:20:09,68,1209,882.35,3105.276373016132,10.0053976252258,54.7628121104541,26.08933733250003,up trend,0,1.9,HF
182,00:21:29,70,1289,857.14,1071.7965340756448,7.350641133528274,56.2120544443729,28.069027959875005,up trend,0,12.87,HF
194,00:22:34,63,1354,952.38,542.1223074273743,2.157096736055247,41.55147033180288,23.638643474322347,up trend,0,2.88,HF
254,00:43:20,72,2600,833.33,2142.521060839892,2.2561526742255875,101.9831857841962,37.72837420838808,up trend,0,4.32,HF
266,00:44:36,71,2676,845.07,4682.931980992059,5.336180403310117,90.57218024947208,36.119845130411306,up trend,0,2.41,HF
314,00:50:59,71,3059,845.07,2573.2492764108624,6.548887001522362,48.22547107671866,23.246563669690616,up trend,0,6.33,HF
338,00:54:10,65,3250,923.08,1715.7211406807176,14.832866682377144,55.93239866525463,20.6634410967579,up trend,0,1.88,HF
374,00:58:40,66,3520,909.09,1225.4477265478483,3.2815355204798307,53.308551412641904,32.70037146390773,up trend,0,51.29,HF
410,01:03:35,65,3815,923.08,853.806953034476,3.631915057801912,51.78623417473026,30.34027326232665,up trend,0,2.28,HF
422,01:04:55,61,3895,983.61,1204.709286990768,5.957221566187643,48.77152415464732,20.670324780482105,up trend,0,2.28,HF
506,01:16:35,62,4595,967.74,507.7082571608303,5.429469963509844,30.951286449806247,20.012291070178627,up trend,0,8.38,HF
578,01:26:12,61,5172,983.61,1523.443542899243,4.647606431284799,32.21963941322696,24.531148670660357,up trend,0,7.95,HF
686,01:40:09,67,6009,895.52,823.060395382065,7.684927082454973,35.80660253560587,22.23299501522318,up trend,0,6.17,HF
710,01:43:34,60,6214,1000.0,500.5438130434349,4.848461755002341,38.06523820431209,19.711953433469382,up trend,0,4.79,HF
782,01:52:11,58,6731,1034.48,4950.909369058592,6.768710330429625,106.34692505384515,45.90498230039959,up trend,0,1.84,HF
938,02:14:29,56,8069,1071.43,161.5716602252447,2.5877422609841925,19.27146467856409,17.189690550573935,up trend,0,12.27,HF
974,02:18:55,71,8335,845.07,6296.786828326823,7.027210447164047,123.88618708545128,49.09107090762172,up trend,0,4.1,HF
1010,02:23:15,60,8595,1000.0,1484.718731203497,4.3821106621598265,96.2308994350652,38.67004369782685,up trend,0,2.01,HF
1034,02:26:31,77,8791,779.22,1145.379212691461,1.8598993817108056,75.40286269128525,36.97323783936878,up trend,0,2.41,HF
1070,02:30:17,59,9017,1016.95,2387.989625896506,5.3476616404790684,109.7532983436312,47.065949106611264,up trend,0,2.12,HF
1118,02:36:32,70,9392,857.14,764.8766079387275,2.868938418750308,78.3321530066234,32.93069667762085,up trend,0,2.86,HF
1130,02:37:48,60,9468,1000.0,580.6651274309789,2.0669177246492607,89.1246003429228,31.995779951329165,up trend,0,5.24,HF
