Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,decrease,kind
6,00:00:54,78,54,769.23,,,,,start,-0.06,0,BPM
12,00:01:54,72,114,833.33,,,,,stop,0.05,6,BPM
18,00:02:49,73,169,821.92,,,,,start,-0.01,0,BPM
30,00:04:34,70,274,857.14,,,,,stop,0.01,3,BPM
36,00:05:14,72,314,833.33,,,,,start,-0.04,0,BPM
48,00:06:49,67,409,895.52,,,,,stop,0.18,5,BPM
54,00:07:34,75,454,800.0,188.8779067487602,5.718634369041296,32.393880191121525,15.1883256725254,start,4.81,0,BPM
60,00:08:21,73,501,821.92,337.8338466781047,8.000472790699614,26.895109699629472,14.505341732462233,stop,0.1,2,BPM
66,00:09:06,74,546,810.81,571.0356931782851,10.606830959336598,28.557984248306667,13.315526536294978,start,3.47,0,BPM
72,00:10:06,70,606,857.14,762.5125095933457,14.263858315053922,28.66552683226718,13.68236389052174,stop,-0.0,4,BPM
102,00:13:51,70,831,857.14,1186.027252489123,35.44600005854138,31.111078806267653,14.697489095566151,start,6.53,0,BPM
108,00:14:31,70,871,857.14,1251.5340134582943,23.471289077378657,35.401076845722294,16.05617453867286,stop,0.05,0,BPM
114,00:15:01,72,901,833.33,893.4811540980733,12.382155985286747,35.24396403670291,16.16598210907771,start,-0.19,0,BPM
120,00:15:41,68,941,882.35,450.9534244043144,5.721462127617829,35.15019750343677,16.282563793010908,stop,0.05,4,BPM
150,00:19:31,75,1171,800.0,378.6238250535389,2.668862060036292,58.62193446177648,17.282888848186683,start,-0.06,0,BPM
156,00:20:36,72,1236,833.33,852.6663275058573,7.411190546487603,56.70954695172047,16.951364522765527,stop,8.81,3,BPM
162,00:21:46,73,1306,821.92,1656.4051254141534,18.444757091372203,55.08400711788555,16.52096071229343,start,-0.11,0,BPM
174,00:23:22,64,1402,937.5,1626.5301901211697,26.37518922097009,60.09050658967756,19.09015950158402,stop,7.36,9,BPM
186,00:24:52,71,1492,845.07,428.6961899924885,4.37759622881417,76.34523002086493,19.390687118789156,start,-0.06,0,BPM
192,00:25:47,68,1547,882.35,661.2882674491789,5.197115162841981,66.53236316351952,17.28593075425261,stop,0.07,3,BPM
204,00:27:12,78,1632,769.23,912.7972004427118,11.046060518216596,49.549752662740666,17.666472743127684,start,-0.11,0,BPM
222,00:29:12,66,1752,909.09,1039.8066815948955,8.123481659932734,60.3598005247512,16.206599059063084,stop,0.03,12,BPM
264,00:34:23,77,2063,779.22,247.17618975886407,2.2496139918051434,43.38454115917139,15.513985592992915,start,-0.16,0,BPM
276,00:35:58,67,2158,895.52,411.5709761680866,3.7423793023878256,37.67273405235664,15.719373267352845,stop,5.27,10,BPM
282,00:36:38,72,2198,833.33,681.9421551142893,7.356642633391526,35.6871717996989,15.325617742318684,start,10.01,0,BPM
288,00:37:33,67,2253,895.52,843.4766981907557,11.780760976652088,32.23423207886743,14.721001172141923,stop,0.02,5,BPM
348,00:46:48,79,2808,759.49,430.655596868516,19.40451076425112,39.22154140577468,11.3802533058857,start,-0.22,0,BPM
354,00:47:23,70,2843,857.14,440.7256555358402,15.532566378083684,29.181307017069848,14.481480220880568,stop,0.09,9,BPM
360,00:48:03,69,2883,869.57,428.3809377132923,11.521104154924156,43.213443213038815,21.793078287027047,start,-0.06,0,BPM
366,00:48:53,65,2933,923.08,624.7278746597282,10.793918532228084,56.02240254849949,22.02660149613162,stop,2.76,4,BPM
372,00:49:23,73,2963,821.92,1014.8617715645807,6.63042930450715,59.58081098467724,24.482791124062828,start,-0.36,0,BPM
378,00:50:08,65,3008,923.08,1185.8096083609782,4.174775950524542,59.77106753817487,27.671803817796416,stop,0.05,8,BPM
384,00:51:03,70,3063,857.14,1201.792873623892,3.4061766175714947,60.748308626828525,27.341363968783075,start,-0.06,0,BPM
396,00:52:53,61,3173,983.61,1559.722111244277,5.628837624606208,58.10428179662874,28.159896002243027,stop,0.1,9,BPM
402,00:53:48,68,3228,882.35,1332.768697892753,6.1841029353070125,47.95871019567409,28.357895527974392,start,0.63,0,BPM
408,00:54:33,67,3273,895.52,1004.0101716254804,7.195110864060727,44.53258564975833,23.106807725545,stop,0.04,1,BPM
462,01:03:06,74,3786,810.81,365.5545558353531,3.2390968745234865,33.077515811888226,13.39450481293255,start,-0.07,0,BPM
468,01:04:06,71,3846,845.07,253.6414846232544,4.608130722466829,32.20456424046704,13.407465861091213,stop,0.03,3,BPM
480,01:05:46,73,3946,821.92,173.3768787542025,9.728856124001515,29.723004765429003,11.076560377478126,start,-0.04,0,BPM
498,01:08:16,64,4096,937.5,286.95427284887086,8.801123248041426,41.65612888242724,11.1100936824427,stop,0.0,9,BPM
504,01:09:06,63,4146,952.38,488.4028880569964,13.208445125653672,53.86918336837409,12.360216545887234,start,-0.09,0,BPM
510,01:09:51,60,4191,1000.0,543.9766283806857,11.826247525657577,62.02912069112609,13.611963675459943,stop,0.59,3,BPM
516,01:10:36,72,4236,833.33,372.32583922730686,5.996868957246037,62.45940817875892,17.848682624456394,start,4.49,0,BPM
522,01:11:11,61,4271,983.61,261.59992228118585,3.291887701684727,61.65557651426287,19.52598201037243,stop,0.01,11,BPM
