Unnamed: 0,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd,milestone,slope,increase rate,kind
170,00:24:08,62,1448,967.74,991.7914584086328,12.705305833812949,57.18614401929824,24.67700602849973,up trend,0,3.56,HF
182,00:25:58,64,1558,937.5,1109.2372473218727,10.739869171256954,71.59300920837316,20.130634234764617,up trend,0,2.0,HF
350,00:52:45,67,3165,895.52,856.933590921715,2.239136170685129,37.161454465066136,25.179203801582627,up trend,0,3.0,HF
362,00:54:15,66,3255,909.09,772.7487002048815,4.981721965799994,42.06077435020397,27.675756612631805,up trend,0,1.74,HF
398,00:58:40,65,3520,923.08,694.4719738741027,3.5254780900180305,27.993085129389087,21.699638622026185,up trend,0,5.08,HF
422,01:04:22,70,3862,857.14,135.66913299454748,1.3332197113614317,34.614589509308914,18.73904136898607,up trend,0,2.27,HF
446,01:07:32,74,4052,810.81,523.6920151335644,3.688877380527761,57.238462316586975,21.188577496531725,up trend,0,2.4,HF
554,01:19:48,57,4788,1052.63,795.4981332109337,5.7393340546063545,29.6373828205019,19.37241037334976,up trend,0,2.16,HF
578,01:23:13,67,4993,895.52,563.8061298981609,20.638137260726143,49.11122329021368,19.22448369838285,up trend,0,5.22,HF
626,01:29:16,63,5356,952.38,2580.554244747884,6.335323402208828,54.57173987383161,31.501933921845595,up trend,0,2.34,HF
686,01:37:34,54,5854,1111.11,603.1299818101195,1.0253704693462504,50.16154852929822,27.327357227899373,up trend,0,2.29,HF
698,01:39:54,53,5994,1132.08,300.6963598980438,1.0756245702809064,50.61776268247727,29.926277545914417,up trend,0,3.04,HF
722,01:43:14,52,6194,1153.85,144.18903985429722,0.6288941711208328,23.428962805093352,22.7269356509326,up trend,0,2.29,HF
758,01:48:25,50,6505,1200.0,165.00625448415445,0.940619000472132,20.404653806903784,23.053060401550862,up trend,0,2.1,HF
770,01:50:15,50,6615,1200.0,125.17609912117052,0.721750955029583,21.660606244931397,23.44171190725753,up trend,0,2.46,HF
806,01:57:41,53,7061,1132.08,157.38085461398546,1.5311136639539351,23.95722763849045,20.076385458075503,up trend,0,4.64,HF
878,02:09:38,52,7778,1153.85,58.68239961788999,0.5088912935949618,18.759448476510656,18.298882591066413,up trend,0,5.16,HF
902,02:13:18,53,7998,1132.08,377.516618154328,3.7357251686186537,21.98004477999561,18.69296102378472,up trend,0,2.01,HF
938,02:20:25,53,8425,1132.08,142.0383263839721,1.3291146203953312,17.216036183673356,18.02211458973984,up trend,0,3.84,HF
986,02:28:16,53,8896,1132.08,163.27564607958237,1.6762955991781594,21.04710782884868,19.200943216627746,up trend,0,3.84,HF
1058,02:36:22,52,9382,1153.85,3741.3734747524095,11.79952929308523,86.59939205635689,36.79474529919526,up trend,0,6.94,HF
1070,02:38:02,54,9482,1111.11,2586.9440775500966,10.45046872095398,82.39194756176359,33.97035418221754,up trend,0,2.05,HF
1154,02:49:09,54,10149,1111.11,246.50169505922983,2.646984481338762,22.75203040412444,22.9997178332292,up trend,0,5.23,HF
1190,02:53:55,69,10435,869.57,2381.1577266384907,1.5562784983569136,77.26743986852891,48.825367403029496,up trend,0,2.9,HF
1214,02:57:05,54,10625,1111.11,2344.7781340880806,18.12958322911277,102.84175688574624,33.78950606931335,up trend,0,2.0,HF
1250,03:00:51,54,10851,1111.11,1054.6577482787684,9.682610813300272,40.010290901216855,28.26868556677987,up trend,0,1.71,HF
1298,03:06:17,53,11177,1132.08,829.9406620933847,1.8335365443505447,38.819820185370325,31.470195099360826,up trend,0,2.32,HF
1430,03:20:19,56,12019,1071.43,493.0058834496203,1.810000790889425,31.039056042347624,29.855150719595997,up trend,0,3.14,HF
1490,03:27:40,55,12460,1090.91,332.79023951675083,1.3328074020845797,26.777214041732023,24.70492985587432,up trend,0,2.94,HF
1502,03:29:15,55,12555,1090.91,603.1155714333142,3.4320686990530738,27.306526050356013,25.995019970473244,up trend,0,2.64,HF
1538,03:33:56,52,12836,1153.85,725.3240082734983,5.178212932359947,28.10789779999013,27.21091816434968,up trend,0,2.0,HF
1562,03:37:31,55,13051,1090.91,773.1703312153998,6.5591008968096025,33.98865035597037,26.39089476563101,up trend,0,2.96,HF
1586,03:40:32,52,13232,1153.85,813.3485856616627,8.168467647154122,35.22783728177218,23.263843234530626,up trend,0,6.95,HF
