,time,value,RRI,hf,lf/hf,sdnn,rmssd
267,00:32:17,85,705.88,,,,
268,00:32:27,84,714.29,242.54293025355815,0.9956900196963452,22.41355016912033,14.38847845482274
269,00:32:37,85,705.88,,,,
270,00:32:42,85,705.88,242.13545079617856,0.9729040982732555,22.386356979560723,14.378455183690216
271,00:32:47,86,697.67,,,,
272,00:32:52,87,689.66,249.84068308948403,1.0232138292488906,22.24725602983755,14.307393764293021
273,00:32:57,88,681.82,,,,
274,00:33:02,89,674.16,258.7647309160771,1.113751776567886,22.176700533925892,14.27764879460344
275,00:33:07,87,689.66,,,,
276,00:33:12,85,705.88,265.70929822622145,1.2793768289616052,22.571146511800045,14.432175080389674
277,00:33:22,84,714.29,,,,
278,00:33:37,84,714.29,262.71156577177953,1.4774594506048588,21.990155649048692,14.135772323565266
279,00:33:42,85,705.88,,,,
280,00:33:47,86,697.67,249.69087987967924,1.6843481214684795,21.600354816624705,13.592843930629426
281,00:33:57,85,705.88,,,,
282,00:34:02,86,697.67,227.32137141289806,1.9010186912480282,20.02035731806147,13.607873921118665
283,00:34:12,88,681.82,,,,
284,00:34:17,87,689.66,196.87009021727914,2.0336872564147566,19.865682463864722,13.751837205646831
285,00:34:22,88,681.82,,,,
286,00:34:27,89,674.16,164.93769195995083,2.1077647078876116,20.421976833693613,13.309089344642391
287,00:34:42,93,645.16,,,,
288,00:34:47,101,594.06,135.80272049284287,2.071043590462128,23.04177002218151,13.87824644866188
289,00:34:52,101,594.06,,,,
290,00:34:57,98,612.24,112.79941427888966,1.8394341865558654,32.42630236303202,15.632860798161484
291,00:35:02,93,645.16,,,,
292,00:35:07,90,666.67,95.90386245990757,1.540928361166762,35.51942208633101,16.43157488073571
293,00:35:12,87,689.66,,,,
294,00:35:17,87,689.66,92.59453483409783,1.4837997905902016,34.88201858042189,17.03601000042833
295,00:35:27,87,689.66,,,,
296,00:35:32,86,697.67,104.65282374644022,1.5341759676230238,34.376682890753564,15.844828680625344
297,00:35:37,86,697.67,,,,
298,00:35:42,85,705.88,140.52610206829576,1.75798159415091,34.272536441332285,14.081652848255262
299,00:35:52,86,697.67,,,,
300,00:35:57,85,705.88,198.94289768434302,2.0617501098928086,31.363931204685507,13.840566005295404
301,00:36:02,84,714.29,,,,
302,00:36:07,82,731.71,294.7963164781725,2.4688507383409553,29.762561975524537,13.819053542711476
303,00:36:12,84,714.29,,,,
304,00:36:22,82,731.71,414.48365773558925,2.805336780532041,29.611306097778375,13.994988972004613
305,00:36:32,83,722.89,,,,
306,00:36:37,82,731.71,558.5931786396685,3.1096835202883466,30.346604114221847,14.175871063471318
307,00:36:42,80,750.0,,,,
308,00:36:57,81,740.74,693.2460058262806,3.3601355046613604,31.778475239234066,14.376541975860317
309,00:37:07,81,740.74,,,,
310,00:37:17,81,740.74,815.7635293475269,3.567807793344231,32.888428407299145,14.334646554301047
311,00:37:22,83,722.89,,,,
312,00:37:27,84,714.29,904.0715768628384,3.728416995315925,33.10668520256961,14.450238469891591
313,00:37:32,85,705.88,,,,
314,00:37:42,84,714.29,945.903714758305,3.8820102936877396,32.924572998021425,14.450238469891591
315,00:37:52,84,714.29,,,,
316,00:38:02,85,705.88,939.9234047803841,4.050246229912111,32.99282310640623,14.25384717133145
317,00:38:07,86,697.67,,,,
318,00:38:12,87,689.66,888.6855135769716,4.233382888235177,32.99282310640623,14.25384717133145
319,00:38:17,88,681.82,,,,
320,00:38:27,87,689.66,803.665517388991,4.455835678375381,32.95111486392396,14.293093379928191
321,00:38:32,86,697.67,,,,
322,00:38:42,85,705.88,701.9145523940579,4.751104682699908,32.93259524469672,14.288853155162453
323,00:38:47,86,697.67,,,,
324,00:38:52,85,705.88,598.3109836371223,5.163699989915849,32.88721821620066,14.299323446247667
325,00:39:02,86,697.67,,,,
326,00:39:07,87,689.66,499.5990408110931,5.7368873260930435,32.737752957933665,14.033874252344303
327,00:39:12,93,645.16,,,,
