,time,value,RRI,ratio,sdnn,rmssd
100,00:12:21,82,731.71,7.4274301856197384,46.86609062709058,18.569815113062734
200,00:24:57,65,923.08,11.629469242937343,110.55291782854057,22.091216317437986
300,00:36:58,60,1000.0,7.317113315336351,44.677765316166656,23.23255078896023
400,00:50:50,91,659.34,5.103937422058844,67.75979782826445,41.88289669248695
500,01:04:37,57,1052.63,14.374602778896326,107.95810647789693,38.19545370640835
600,01:19:38,55,1090.91,2.439457093281472,22.51746653672043,19.45769043776054
700,01:31:58,53,1132.08,5.84739126139319,81.93352064579027,38.42481466211883
800,01:42:43,51,1176.47,10.447442162637595,103.34871135284139,42.55646802434467
900,01:54:20,66,909.09,14.595871721987216,96.81768470875367,28.580799074861
1000,02:04:58,55,1090.91,18.65771561359868,110.78571070751721,40.224143624234316
1100,02:16:55,73,821.92,4.839088462623956,168.25511788860112,29.741215866405355
1200,02:31:00,57,1052.63,21.70527183419205,111.24349083447717,20.051003173976824
1300,02:48:13,60,1000.0,2.5938358613739942,30.16751709415716,16.188847763790736
1400,03:05:06,55,1090.91,7.416427059682351,56.07104495308887,20.20996946203941
1500,03:21:02,57,1052.63,9.276557426333197,39.04892284550163,23.96799136559027
1600,03:32:30,61,983.61,2.7357977355605914,57.812012611672,27.498220566855498
1700,03:43:30,57,1052.63,7.917879145371079,67.87526794597113,23.262073437380018
1800,03:56:42,76,789.47,6.488542040302518,108.32308643655526,20.55571067645538
1900,04:07:38,62,967.74,12.587275490741051,115.78287522336755,30.856869804654757
2000,04:20:09,58,1034.48,4.327228240164301,62.27843233334469,32.48222663972943
2100,04:33:20,66,909.09,2.30032468941993,34.798103516186515,19.672426634682612
2200,04:45:06,65,923.08,1.414002440530124,21.48358218794674,20.44242637163201
2300,04:56:21,60,1000.0,2.291710026408364,128.98751310150573,54.50381974381855
2400,05:07:39,54,1111.11,35.13039774480478,112.70872544154054,43.84586496749123
2500,05:18:11,70,857.14,6.489239507173739,57.55162663235771,31.313486396487868
2600,05:29:11,63,952.38,17.09835261152116,85.16702396147552,34.47204043449084
2700,05:41:57,66,909.09,3.0499662148500755,59.950343133111254,38.00689104184486
2800,05:53:54,62,967.74,13.912697083325511,142.34080708257628,24.54458369760809
2900,06:05:16,62,967.74,7.408916747519734,43.643733221333754,27.35260820758372
3000,06:16:02,53,1132.08,9.44219044389956,123.09602019820285,35.63030954939711
3100,06:28:27,58,1034.48,7.272835117702842,129.2376847619388,36.855169052096144
3200,06:40:49,65,923.08,10.436651879585995,46.276635409330275,27.353570667882252
3300,06:53:55,66,909.09,12.207968093130686,32.756892055433354,21.359944009308823
3400,07:05:52,83,722.89,7.1308737894865235,117.54134200094808,25.641131453627825
3500,07:17:59,63,952.38,7.174234517787955,81.30831298983226,23.2889233869935
3600,07:30:07,62,967.74,9.505601522574905,50.584208732478054,25.848714678007696
3700,07:45:46,67,895.52,3.606113690384332,44.37721817474923,11.144398556760224
3800,08:00:17,58,1034.48,3.5128280860376373,75.75262968232775,28.92682266853673
3900,08:12:07,59,1016.95,5.40700896804016,68.81739108068192,36.820551930198505
4000,08:23:56,58,1034.48,7.410628600070498,92.81616049307775,32.64342891785652
4100,08:37:08,74,810.81,13.270106317353491,102.97628084621815,27.402748240114732
4200,08:49:34,67,895.52,10.674817386901116,111.73560133026702,32.779443361208976
4300,09:01:05,63,952.38,20.219570414426816,50.368884976117684,23.71063376494508
4400,09:13:05,66,909.09,1.3648570148265164,20.590168098714813,17.717974893972343
4500,09:25:41,80,750.0,1.8896833220323608,58.09740827778774,19.215286607124533
4600,09:37:38,59,1016.95,3.7727281428580732,88.80402919349999,36.61460913378979
4700,09:49:35,77,779.22,2.581877410508935,104.69736983812061,21.776287075345948
4800,10:02:34,70,857.14,5.483271045254224,46.65174015516517,21.888948343763794
4900,10:15:19,80,750.0,6.766598514650465,131.65096910644704,29.294163137720698
5000,10:27:55,70,857.14,1.2837818721424858,37.690367715710266,22.783621088382564
5100,10:39:03,63,952.38,11.87728391509133,53.65005889940002,23.780924364632334
5200,10:53:30,70,857.14,7.5686060807304525,55.944531535055035,23.899836756130725
5300,11:06:34,67,895.52,6.392009602182372,62.06961023672853,17.22280608655133
5400,11:20:04,122,491.8,3.5847062337772204,130.96251974908816,25.412856405903504
5500,11:33:31,69,869.57,6.207394502897896,117.44504516190034,34.71485776285062
5600,11:48:07,74,810.81,5.620936206002335,23.260157784321144,15.991284526518848
5700,12:01:58,92,652.17,1.9197263379997613,94.25276461261609,22.29247406637496
5800,12:13:58,71,845.07,7.491049466363652,118.10138052272607,25.565934602928404
5900,12:25:25,72,833.33,3.4265064103540395,43.04015936038896,27.566989261972317
6000,12:38:02,78,769.23,4.303335162991464,32.3747735882259,20.12613339552696
6100,12:50:43,83,722.89,6.917179502501593,36.47600856409151,17.843888436813728
6200,13:01:58,79,759.49,4.13913579456135,48.0542775131739,21.345444384214538
6300,13:15:13,81,740.74,2.081929497678016,27.64332346575431,17.058549176292793
6400,13:28:09,72,833.33,4.579652449931522,48.85015121416171,16.344720551266395
6500,13:39:41,86,697.67,1.2759352060985494,47.89474078970605,15.094779316911616
6600,13:52:23,72,833.33,4.238534916612819,83.8216891965175,17.617659758138576
6700,14:05:57,79,759.49,3.8270232139249276,37.423116727039954,18.174698613648857
6800,14:19:31,77,779.22,2.02165533180232,32.71551668597491,16.2591996025995
6900,14:33:33,72,833.33,8.79048380353839,41.86200454354808,15.085808937976486
7000,14:45:03,66,909.09,2.391586786402804,51.86895079141297,17.51402266468186
7100,14:58:54,80,750.0,3.38499231048332,60.13234593180802,21.831327411901842
7200,15:11:25,86,697.67,16.915085132060195,73.0720732391291,24.403433584376423
7300,15:24:28,77,779.22,12.926025943281799,48.9677800994561,13.76625665248989
7400,15:37:44,75,800.0,8.67472883402389,29.471425692755957,14.192297669204692
7500,15:50:31,81,740.74,2.732056926488454,42.33856140217877,17.90385997544111
