,time,value,RRI,ratio,sdnn,rmssd
0,02:57:01,70,857.14,,,
1,02:57:16,70,857.14,,,
2,02:57:26,77,779.22,,,
3,02:57:36,82,731.71,,,
4,02:57:41,85,705.88,,,
5,02:57:46,83,722.89,,,
6,02:57:51,81,740.74,,,
7,02:57:56,79,759.49,,,
8,02:58:06,80,750.0,,,
9,02:58:11,80,750.0,,,
10,02:58:16,79,759.49,,,
11,02:58:21,80,750.0,,,
12,02:58:26,80,750.0,,,
13,02:58:36,79,759.49,,,
14,02:58:46,78,769.23,,,
15,02:58:51,77,779.22,,,
16,02:59:06,79,759.49,,,
17,02:59:21,78,769.23,,,
18,02:59:36,78,769.23,,,
19,02:59:41,77,779.22,,,
20,02:59:56,77,779.22,,,
21,03:00:01,78,769.23,,,
22,03:00:06,79,759.49,,,
23,03:00:16,80,750.0,,,
24,03:00:26,81,740.74,,,
25,03:00:31,81,740.74,,,
26,03:00:36,81,740.74,,,
27,03:00:46,80,750.0,,,
28,03:00:56,80,750.0,,,
29,03:01:06,81,740.74,,,
30,03:01:11,82,731.71,,,
31,03:01:16,83,722.89,,,
32,03:01:21,82,731.71,,,
33,03:01:26,81,740.74,,,
34,03:01:36,80,750.0,,,
35,03:01:51,80,750.0,,,
36,03:01:56,81,740.74,,,
37,03:02:01,84,714.29,,,
38,03:02:06,85,705.88,,,
39,03:02:11,84,714.29,,,
40,03:02:16,83,722.89,,,
41,03:02:21,82,731.71,,,
42,03:02:26,81,740.74,,,
43,03:02:41,81,740.74,,,
44,03:02:46,82,731.71,,,
45,03:02:51,81,740.74,,,
46,03:03:01,82,731.71,,,
47,03:03:06,83,722.89,,,
48,03:03:11,83,722.89,,,
49,03:03:26,83,722.89,,,
50,03:03:31,84,714.29,,,
51,03:03:36,85,705.88,,,
52,03:03:43,86,697.67,,,
53,03:03:48,87,689.66,,,
54,03:03:53,88,681.82,,,
55,03:04:08,90,666.67,,,
56,03:04:13,89,674.16,,,
57,03:04:18,88,681.82,,,
58,03:04:23,87,689.66,,,
59,03:04:38,87,689.66,,,
60,03:04:53,85,705.88,,,
61,03:04:58,84,714.29,,,
62,03:05:03,83,722.89,,,
63,03:05:08,83,722.89,,,
64,03:05:23,83,722.89,,,
65,03:05:28,82,731.71,,,
66,03:05:43,84,714.29,,,
67,03:05:48,85,705.88,,,
68,03:05:58,84,714.29,,,
69,03:06:03,83,722.89,,,
70,03:06:18,83,722.89,,,
71,03:06:28,83,722.89,,,
72,03:06:38,84,714.29,,,
73,03:06:43,85,705.88,,,
74,03:06:48,84,714.29,,,
75,03:06:53,83,722.89,,,
76,03:07:08,82,731.71,,,
77,03:07:13,83,722.89,,,
78,03:07:23,82,731.71,,,
79,03:07:28,82,731.71,,,
80,03:07:43,82,731.71,,,
81,03:07:58,82,731.71,,,
82,03:08:13,83,722.89,,,
83,03:08:23,82,731.71,,,
84,03:08:33,83,722.89,,,
85,03:08:43,84,714.29,,,
86,03:08:48,83,722.89,,,
87,03:09:03,83,722.89,,,
88,03:09:18,83,722.89,,,
89,03:09:28,82,731.71,,,
90,03:09:38,82,731.71,,,
91,03:09:53,82,731.71,,,
