,time,value,RRI,ratio,sdnn,rmssd
100,00:13:13,63,952.38,7.116547104219952,88.50212563075317,25.073013119062637
200,00:26:39,61,983.61,5.388848706281808,49.367436561733385,27.92557312470838
300,00:39:49,62,967.74,11.395318631647974,93.10592341385954,29.089492566522676
400,00:53:24,57,1052.63,10.077998964181898,60.32336596480035,25.472921213545877
500,01:04:45,61,983.61,5.624095007537591,61.312165764284266,33.935633353616836
600,01:15:10,61,983.61,1.5762792494547013,19.943769350832156,16.907385930116433
700,01:26:00,64,937.5,1.74102011127423,18.437869587872505,15.77232792845838
800,01:38:10,61,983.61,1.1122170439175278,22.868323644356412,17.677974425764393
900,01:50:05,66,909.09,1.407548000001059,30.74768005439228,18.5038588113153
1000,02:01:35,54,1111.11,2.0263719333625367,72.16303385047672,35.58578022954471
1100,02:13:10,57,1052.63,7.878298237236822,85.03690898033214,29.668259763149866
1200,02:24:36,61,983.61,11.250162648099375,50.534292792822434,29.222836960158382
1300,02:36:35,59,1016.95,2.3225114216301335,46.10176824091886,33.40909766920842
1400,02:50:25,57,1052.63,5.497851591719834,32.60532659758757,23.74716438149228
1500,03:03:01,58,1034.48,5.376097212835586,56.22931932791654,31.6588893160716
1600,03:17:05,58,1034.48,2.1769528674539793,27.296063518131323,20.44954186837112
1700,03:30:00,62,967.74,2.1650089606785383,25.399440439831867,19.68259978619275
1800,03:43:20,64,937.5,3.0244212393553354,23.45723523539996,18.256981783372193
1900,03:54:50,75,800.0,21.450347739633397,99.28790576536865,34.289195150081945
2000,04:06:25,59,1016.95,2.506376854595656,109.29839598867392,35.49842348185296
2100,04:18:05,53,1132.08,15.123231730234606,107.64715149885846,44.05892980951304
2200,04:29:55,54,1111.11,6.267124478570064,71.3554287572523,37.7698898835856
2300,04:43:10,57,1052.63,2.842897836204862,51.42512679585431,33.003527589234025
2400,04:54:36,52,1153.85,4.216224560050453,61.977697531230746,39.26050367079934
2500,05:06:10,55,1090.91,23.671719562106468,119.6573475487993,45.90102206119844
2600,05:18:25,58,1034.48,9.922498598388776,76.81845305956534,39.652729739042876
2700,05:33:00,58,1034.48,1.9494259293258607,22.83905431779771,19.534135080246944
2800,05:45:10,60,1000.0,4.056854057542488,27.169498721875247,20.782845028406197
2900,05:57:05,56,1071.43,5.425838895745845,40.9491706815297,25.874873717546723
3000,06:08:15,60,1000.0,7.36759452478463,105.78780710760746,57.17300565614489
3100,06:19:35,56,1071.43,8.742994793708847,117.78552465280856,54.923942829694916
3200,06:31:50,58,1034.48,10.090232310404357,139.15224387262995,39.039230915901136
3300,06:43:20,57,1052.63,6.379229460130957,64.24641576639337,33.30523300405725
3400,06:55:00,58,1034.48,6.63697930534199,109.2591787409713,51.337976629824865
3500,07:07:51,64,937.5,5.2856521009365585,86.33768096804194,44.82821232440593
3600,07:21:00,63,952.38,5.104620264007831,44.78122055938046,19.871110012561285
3700,07:34:20,56,1071.43,3.6062141620455384,59.0578223507105,24.322754674368085
3800,07:44:55,60,1000.0,5.0163789588577545,119.97497659566898,40.17051509289224
3900,07:57:11,62,967.74,10.98381355221623,65.10729987924287,28.977163282819664
4000,08:10:05,99,606.06,2.753273721680747,71.18454255168695,28.490769336290967
4100,08:22:30,68,882.35,4.804435653026181,135.80366989473737,23.4232436358469
4200,08:33:01,72,833.33,6.325425346126615,56.3529050276071,20.898776968709885
4300,08:44:16,61,983.61,3.2731336419030224,52.374322429406135,24.300029118326485
4400,08:58:20,64,937.5,8.20481874516805,35.96024467675549,20.514931024731595
4500,09:11:00,101,594.06,6.945500572610881,136.5457263913722,14.702348675149027
4600,09:21:10,102,588.24,4.7832839564390905,37.244847937518664,13.040557325265484
