,time,value,RRI,hf,lf/hf,sdnn,rmssd
0,11:58:40,77,779.22,,,,
1,11:58:45,84,714.29,,,,
2,11:58:50,82,731.71,,,,
3,11:58:55,80,750.0,,,,
4,11:59:05,79,759.49,,,,
5,11:59:10,78,769.23,,,,
6,11:59:15,75,800.0,,,,
7,11:59:20,69,869.57,,,,
8,11:59:30,68,882.35,,,,
9,11:59:45,68,882.35,,,,
10,11:59:50,69,869.57,,,,
11,11:59:55,70,857.14,,,,
12,12:00:00,69,869.57,,,,
13,12:00:05,68,882.35,,,,
14,12:00:10,66,909.09,,,,
15,12:00:15,65,923.08,,,,
16,12:00:20,67,895.52,,,,
17,12:00:25,66,909.09,,,,
18,12:00:40,66,909.09,,,,
19,12:00:50,67,895.52,,,,
20,12:00:55,68,882.35,,,,
21,12:01:05,70,857.14,,,,
22,12:01:10,71,845.07,,,,
23,12:01:15,72,833.33,,,,
24,12:01:30,72,833.33,,,,
25,12:01:35,72,833.33,,,,
26,12:01:43,73,821.92,,,,
27,12:01:48,76,789.47,,,,
28,12:01:53,79,759.49,,,,
29,12:01:58,79,759.49,,,,
30,12:02:08,78,769.23,,,,
31,12:02:13,77,779.22,,,,
32,12:02:18,78,769.23,,,,
33,12:02:28,79,759.49,,,,
34,12:02:43,79,759.49,,,,
35,12:04:31,94,638.3,,,,
36,12:04:36,93,645.16,,,,
37,12:04:41,91,659.34,,,,
38,12:04:46,89,674.16,,,,
39,12:04:51,88,681.82,,,,
40,12:04:56,89,674.16,,,,
41,12:05:01,88,681.82,,,,
42,12:05:11,90,666.67,,,,
43,12:05:16,91,659.34,,,,
44,12:05:21,89,674.16,,,,
45,12:05:26,86,697.67,,,,
46,12:05:31,81,740.74,,,,
47,12:05:36,79,759.49,,,,
48,12:05:41,78,769.23,,,,
49,12:05:46,76,789.47,,,,
50,12:05:51,75,800.0,925.2210720762426,4.128303857364968,83.30289191736335,27.227137085590766
51,12:05:56,74,810.81,,,,
52,12:06:01,75,800.0,961.7056763567441,3.549401903900606,82.71874510653556,25.568199476885276
53,12:06:06,76,789.47,,,,
54,12:06:11,77,779.22,1059.4216808428146,3.224522306333832,82.11638671633659,25.489518133810968
55,12:06:26,77,779.22,,,,
56,12:06:31,75,800.0,1212.7229365434941,3.2111983341093744,81.96680329927501,25.111775918797917
57,12:06:41,77,779.22,,,,
58,12:06:46,79,759.49,1425.0521292853448,3.3730929811164465,81.20344117092577,23.3691610408911
59,12:06:51,80,750.0,,,,
60,12:06:56,79,759.49,1665.0347969125748,3.730318685057973,79.1706824123214,23.506738634368023
61,12:07:01,78,769.23,,,,
62,12:07:06,79,759.49,1884.4586204122436,4.175680952528267,77.55670491705949,23.452813764437483
63,12:07:11,82,731.71,,,,
64,12:07:16,83,722.89,2057.2426427937708,4.698850626920929,75.31857860218196,23.447696549328423
65,12:07:21,82,731.71,,,,
66,12:07:26,81,740.74,2159.6268995179003,5.320367939976449,70.00466480550145,23.097062407084046
67,12:07:36,77,779.22,,,,
68,12:07:41,77,779.22,2158.959717213366,6.245129982952998,64.38842885684555,23.698078239488076
69,12:07:46,78,769.23,,,,
70,12:07:51,77,779.22,2055.459621102054,7.258024426835387,57.64417160512255,23.586814459068673
71,12:08:01,76,789.47,,,,
72,12:08:06,73,821.92,1858.9445596078995,8.243276506625053,53.08201527209512,23.336135856964283
73,12:08:11,69,869.57,,,,
74,12:08:16,69,869.57,1617.9638486431686,9.064470094643683,53.72939024863205,24.689865722351662
75,12:08:26,71,845.07,,,,
76,12:08:31,73,821.92,1359.8503390163228,9.288256874749516,55.417025536805376,24.883379380376685
77,12:08:36,71,845.07,,,,
78,12:08:41,69,869.57,1117.2432193575203,8.669652801189805,56.669073069993345,24.519874487810082
79,12:08:46,67,895.52,,,,
80,12:08:51,66,909.09,930.4344331483853,7.196422843007026,62.02246433876247,25.005620959932937
81,12:08:56,66,909.09,,,,
82,12:09:01,65,923.08,806.4370757979722,5.547742240792476,68.59346645152682,24.99931329669123
83,12:09:06,66,909.09,,,,
84,12:09:11,66,909.09,759.7862111895632,4.598502269453404,74.72647905992814,25.120074986889257
85,12:09:16,67,895.52,,,,
86,12:09:21,70,857.14,770.8256794806773,4.171855301737831,76.40169659004134,18.277877450120762
87,12:09:26,72,833.33,,,,
88,12:09:31,73,821.92,801.3806231869918,3.8997845635248716,72.66155481689175,19.160543588641872
89,12:09:36,72,833.33,,,,
90,12:09:51,72,833.33,850.9881909670033,3.7460986145262964,69.36285190244715,19.23656175524269
91,12:10:01,73,821.92,,,,
92,12:10:06,74,810.81,896.286927902114,3.6793471824274,65.34215046903773,19.152561559376714
93,12:10:11,74,810.81,,,,
