,time,value,RRI,ratio,sdnn,rmssd,hf
421,01:00:48,68,882.35,,,,
422,01:00:53,69,869.57,,,,
423,01:00:58,68,882.35,,,,
424,01:01:08,67,895.52,,,,
425,01:01:13,65,923.08,,,,
426,01:01:18,64,937.5,,,,
427,01:01:33,65,923.08,,,,
428,01:01:38,65,923.08,,,,
429,01:01:43,66,909.09,,,,
430,01:01:48,68,882.35,,,,
431,01:01:53,72,833.33,,,,
432,01:01:58,73,821.92,,,,
433,01:02:03,74,810.81,,,,
434,01:02:08,71,845.07,,,,
435,01:02:13,68,882.35,,,,
436,01:02:18,64,937.5,,,,
437,01:02:33,64,937.5,,,,
438,01:02:38,65,923.08,,,,
439,01:02:53,64,937.5,,,,
440,01:03:08,63,952.38,,,,
441,01:03:13,64,937.5,,,,
442,01:03:18,65,923.08,,,,
443,01:03:23,66,909.09,,,,
444,01:03:38,65,923.08,,,,
445,01:03:53,66,909.09,,,,
446,01:03:58,68,882.35,,,,
447,01:04:03,67,895.52,,,,
448,01:04:08,66,909.09,,,,
449,01:04:18,64,937.5,,,,
450,01:04:23,64,937.5,7.930474076834948,38.36722533089716,25.379976680969012,934.7714847099863
451,01:04:33,65,923.08,,,,
452,01:04:38,66,909.09,,,,
453,01:04:43,65,923.08,,,,
454,01:04:48,65,923.08,,,,
455,01:04:53,66,909.09,,,,
456,01:05:03,69,869.57,,,,
457,01:05:08,72,833.33,,,,
458,01:05:23,72,833.33,,,,
459,01:05:33,71,845.07,,,,
460,01:05:48,70,857.14,,,,
461,01:05:53,67,895.52,,,,
462,01:05:58,66,909.09,,,,
463,01:06:03,65,923.08,,,,
464,01:06:08,62,967.74,,,,
465,01:06:13,62,967.74,,,,
466,01:06:28,62,967.74,,,,
467,01:06:33,63,952.38,,,,
468,01:06:48,63,952.38,,,,
469,01:06:58,64,937.5,,,,
470,01:07:03,68,882.35,,,,
471,01:07:08,82,731.71,,,,
472,01:07:13,81,740.74,,,,
473,01:07:23,78,769.23,,,,
474,01:07:28,71,845.07,,,,
475,01:07:43,71,845.07,,,,
476,01:07:48,71,845.07,,,,
477,01:07:58,70,857.14,,,,
478,01:08:03,69,869.57,,,,
479,01:08:08,68,882.35,,,,
480,01:08:13,65,923.08,,,,
481,01:08:18,64,937.5,,,,
482,01:08:23,63,952.38,,,,
483,01:08:28,64,937.5,,,,
484,01:08:33,63,952.38,,,,
485,01:08:38,64,937.5,,,,
486,01:08:43,66,909.09,,,,
487,01:08:48,65,923.08,,,,
488,01:08:58,65,923.08,,,,
489,01:09:03,63,952.38,,,,
490,01:09:08,64,937.5,,,,
491,01:09:13,65,923.08,,,,
492,01:09:18,66,909.09,,,,
493,01:09:23,65,923.08,,,,
494,01:09:28,64,937.5,,,,
495,01:09:38,66,909.09,,,,
496,01:09:53,66,909.09,,,,
497,01:09:58,64,937.5,,,,
498,01:10:03,65,923.08,,,,
499,01:10:08,66,909.09,,,,
500,01:10:18,67,895.52,4.061524370334049,53.9341820733231,31.545693551301937,3149.3868694976018
501,01:10:23,69,869.57,,,,
502,01:10:29,69,869.57,,,,
503,01:10:34,66,909.09,,,,
504,01:10:39,66,909.09,,,,
505,01:10:44,67,895.52,,,,
506,01:10:59,67,895.52,,,,
507,01:11:14,67,895.52,,,,
508,01:11:29,67,895.52,,,,
