,time,value,RRI,ratio,sdnn,rmssd
0,00:00:01,118,508.47,,,
1,00:00:06,120,500.0,,,
2,00:00:11,121,495.87,,,
3,00:00:26,119,504.2,,,
4,00:00:31,117,512.82,,,
5,00:00:36,113,530.97,,,
6,00:00:41,108,555.56,,,
7,00:00:46,103,582.52,,,
8,00:00:51,97,618.56,,,
9,00:00:56,94,638.3,,,
10,00:01:01,96,625.0,,,
11,00:01:06,105,571.43,,,
12,00:01:11,112,535.71,,,
13,00:01:21,115,521.74,,,
14,00:01:26,118,508.47,,,
15,00:01:31,119,504.2,,,
16,00:01:36,118,508.47,,,
17,00:01:41,120,500.0,,,
18,00:01:46,119,504.2,,,
19,00:01:51,118,508.47,,,
20,00:01:56,116,517.24,,,
21,00:02:06,117,512.82,,,
22,00:02:11,119,504.2,,,
23,00:02:16,118,508.47,,,
24,00:02:26,118,508.47,,,
25,00:02:31,119,504.2,,,
26,00:02:36,118,508.47,,,
27,00:02:41,119,504.2,,,
28,00:02:46,121,495.87,,,
29,00:02:51,122,491.8,,,
30,00:03:01,119,504.2,,,
31,00:03:06,118,508.47,,,
32,00:03:11,118,508.47,,,
33,00:03:26,118,508.47,,,
34,00:03:31,116,517.24,,,
35,00:03:36,114,526.32,,,
36,00:03:41,115,521.74,,,
37,00:03:46,119,504.2,,,
38,00:03:51,124,483.87,,,
39,00:03:56,121,495.87,,,
40,00:04:01,120,500.0,,,
41,00:04:06,118,508.47,,,
42,00:04:11,114,526.32,,,
43,00:04:16,112,535.71,,,
44,00:04:26,114,526.32,,,
45,00:04:31,114,526.32,,,
46,00:04:36,116,517.24,,,
47,00:04:41,112,535.71,,,
48,00:04:46,103,582.52,,,
49,00:04:51,100,600.0,,,
50,00:04:56,104,576.92,,,
51,00:05:06,102,588.24,,,
52,00:05:11,101,594.06,,,
53,00:05:16,100,600.0,,,
54,00:05:21,96,625.0,,,
55,00:05:26,92,652.17,,,
56,00:05:31,89,674.16,,,
57,00:05:36,90,666.67,,,
58,00:05:41,95,631.58,,,
59,00:05:46,99,606.06,,,
60,00:05:51,107,560.75,,,
61,00:05:56,113,530.97,,,
62,00:06:01,120,500.0,,,
63,00:06:06,122,491.8,,,
64,00:06:16,121,495.87,,,
65,00:06:26,120,500.0,,,
66,00:06:31,114,526.32,,,
67,00:06:36,111,540.54,,,
68,00:06:41,110,545.45,,,
69,00:06:46,108,555.56,,,
70,00:06:51,104,576.92,,,
71,00:06:56,101,594.06,,,
72,00:07:01,95,631.58,,,
73,00:07:06,101,594.06,,,
74,00:07:11,114,526.32,,,
75,00:07:16,115,521.74,,,
76,00:07:26,114,526.32,,,
77,00:07:31,113,530.97,,,
78,00:07:36,114,526.32,,,
79,00:07:41,115,521.74,,,
80,00:07:46,116,517.24,,,
81,00:07:51,115,521.74,,,
82,00:07:56,114,526.32,,,
83,00:08:01,116,517.24,,,
84,00:08:06,118,508.47,,,
85,00:08:16,119,504.2,,,
86,00:08:31,117,512.82,,,
87,00:08:46,116,517.24,,,
88,00:08:51,114,526.32,,,
89,00:08:56,113,530.97,,,
90,00:09:01,106,566.04,,,
91,00:09:11,107,560.75,,,
92,00:09:16,106,566.04,,,
93,00:09:21,103,582.52,,,
94,00:09:26,99,606.06,,,
95,00:09:31,100,600.0,,,
96,00:09:36,106,566.04,,,
97,00:09:41,117,512.82,,,
98,00:09:56,117,512.82,,,
99,00:10:11,116,517.24,,,
100,00:10:16,114,526.32,5.88824040480256,44.397644331903706,19.555234257576327
101,00:10:21,112,535.71,,,
102,00:10:36,111,540.54,,,
103,00:10:41,109,550.46,,,
104,00:10:46,107,560.75,,,
105,00:10:51,104,576.92,,,
106,00:10:56,103,582.52,,,
107,00:11:01,104,576.92,,,
108,00:11:06,107,560.75,,,
109,00:11:11,109,550.46,,,
110,00:11:16,110,545.45,,,
111,00:11:21,111,540.54,,,
112,00:11:26,112,535.71,,,
113,00:11:41,112,535.71,,,
114,00:11:46,113,530.97,,,
115,00:11:51,112,535.71,,,
116,00:12:06,111,540.54,,,
117,00:12:11,109,550.46,,,
118,00:12:16,108,555.56,,,
119,00:12:21,107,560.75,,,
120,00:12:36,105,571.43,,,
121,00:12:41,102,588.24,,,
122,00:12:46,100,600.0,,,
123,00:12:51,101,594.06,,,
124,00:12:56,103,582.52,,,
125,00:13:06,104,576.92,,,
126,00:13:11,103,582.52,,,
127,00:13:16,102,588.24,,,
128,00:13:21,100,600.0,,,
129,00:13:26,99,606.06,,,
130,00:13:36,100,600.0,,,
131,00:13:46,101,594.06,,,
132,00:13:51,108,555.56,,,
133,00:13:56,114,526.32,,,
134,00:14:06,115,521.74,,,
135,00:14:11,114,526.32,,,
136,00:14:16,112,535.71,,,
137,00:14:21,111,540.54,,,
138,00:14:26,113,530.97,,,
139,00:14:31,115,521.74,,,
140,00:14:41,114,526.32,,,
141,00:14:46,116,517.24,,,
142,00:14:51,117,512.82,,,
143,00:14:56,118,508.47,,,
144,00:15:06,115,521.74,,,
145,00:15:11,112,535.71,,,
146,00:15:16,109,550.46,,,
147,00:15:31,110,545.45,,,
148,00:15:46,110,545.45,,,
149,00:15:56,107,560.75,,,
150,00:16:11,109,550.46,,,
151,00:16:16,108,555.56,,,
152,00:16:21,106,566.04,,,
153,00:16:26,103,582.52,,,
154,00:16:31,102,588.24,,,
155,00:16:36,101,594.06,,,
156,00:16:41,98,612.24,,,
157,00:16:51,99,606.06,,,
158,00:16:56,100,600.0,,,
159,00:17:01,101,594.06,,,
160,00:17:06,98,612.24,,,
161,00:17:11,97,618.56,,,
162,00:17:16,93,645.16,,,
163,00:17:21,90,666.67,,,
