,time,value,RRI,ratio,sdnn,rmssd
0,00:00:03,94,638.3,,,
1,00:00:18,94,638.3,,,
2,00:00:28,93,645.16,,,
3,00:00:33,92,652.17,,,
4,00:00:38,91,659.34,,,
5,00:00:48,89,674.16,,,
6,00:00:53,86,697.67,,,
7,00:00:58,85,705.88,,,
8,00:01:03,86,697.67,,,
9,00:01:13,86,697.67,,,
10,00:01:28,86,697.67,,,
11,00:01:33,85,705.88,,,
12,00:01:38,83,722.89,,,
13,00:01:43,82,731.71,,,
14,00:01:58,81,740.74,,,
15,00:02:08,80,750.0,,,
16,00:02:23,80,750.0,,,
17,00:02:28,81,740.74,,,
18,00:02:43,80,750.0,,,
19,00:02:48,79,759.49,,,
20,00:02:58,78,769.23,,,
21,00:03:04,79,759.49,,,
22,00:03:19,79,759.49,,,
23,00:03:24,80,750.0,,,
24,00:03:29,82,731.71,,,
25,00:03:34,83,722.89,,,
26,00:03:39,84,714.29,,,
27,00:03:44,85,705.88,,,
28,00:03:49,86,697.67,,,
29,00:03:54,87,689.66,,,
30,00:04:04,84,714.29,,,
31,00:04:19,85,705.88,,,
32,00:04:34,86,697.67,,,
33,00:04:39,85,705.88,,,
34,00:04:44,86,697.67,,,
35,00:04:59,86,697.67,,,
36,00:05:04,87,689.66,,,
37,00:05:14,86,697.67,,,
38,00:05:19,85,705.88,,,
39,00:05:34,86,697.67,,,
40,00:05:39,84,714.29,,,
41,00:05:44,82,731.71,,,
42,00:05:49,83,722.89,,,
43,00:05:54,86,697.67,,,
44,00:05:59,87,689.66,,,
45,00:06:04,86,697.67,,,
46,00:06:09,87,689.66,,,
47,00:06:14,85,705.88,,,
48,00:06:19,82,731.71,,,
49,00:06:24,81,740.74,,,
50,00:06:29,77,779.22,,,
51,00:06:34,75,800.0,,,
52,00:06:49,75,800.0,,,
53,00:06:54,76,789.47,,,
54,00:07:09,73,821.92,,,
55,00:07:14,71,845.07,,,
56,00:07:19,74,810.81,,,
57,00:07:24,75,800.0,,,
58,00:07:34,76,789.47,,,
59,00:07:39,74,810.81,,,
60,00:07:44,72,833.33,,,
61,00:07:49,73,821.92,,,
62,00:07:54,77,779.22,,,
63,00:07:59,79,759.49,,,
64,00:08:04,84,714.29,,,
65,00:08:09,87,689.66,,,
66,00:08:14,88,681.82,,,
67,00:08:19,87,689.66,,,
68,00:08:24,86,697.67,,,
69,00:08:39,87,689.66,,,
70,00:08:49,88,681.82,,,
71,00:08:54,90,666.67,,,
72,00:08:59,92,652.17,,,
73,00:09:04,93,645.16,,,
74,00:09:09,97,618.56,,,
75,00:09:14,97,618.56,,,
76,00:09:19,95,631.58,,,
77,00:09:24,90,666.67,,,
78,00:09:29,87,689.66,,,
79,00:09:34,88,681.82,,,
80,00:09:49,88,681.82,,,
81,00:10:04,89,674.16,,,
82,00:10:09,91,659.34,,,
83,00:10:19,90,666.67,,,
84,00:10:29,89,674.16,,,
85,00:10:39,90,666.67,,,
86,00:10:54,90,666.67,,,
87,00:10:59,88,681.82,,,
88,00:11:14,90,666.67,,,
89,00:11:19,88,681.82,,,
90,00:11:24,86,697.67,,,
91,00:11:29,87,689.66,,,
92,00:11:39,87,689.66,,,
93,00:11:54,87,689.66,,,
94,00:11:59,88,681.82,,,
95,00:12:04,90,666.67,,,
96,00:12:09,90,666.67,,,
97,00:12:14,89,674.16,,,
98,00:12:24,88,681.82,,,
99,00:12:29,87,689.66,,,
100,00:12:39,86,697.67,6.824346732688603,48.974194214397194,15.21272168318678
101,00:12:48,86,697.67,,,
102,00:13:03,87,689.66,,,
103,00:13:13,91,659.34,,,
104,00:13:18,93,645.16,,,
105,00:13:28,95,631.58,,,
106,00:13:33,94,638.3,,,
107,00:13:38,95,631.58,,,
108,00:13:53,95,631.58,,,
109,00:14:03,96,625.0,,,
110,00:14:08,95,631.58,,,
111,00:14:23,95,631.58,,,
112,00:14:33,97,618.56,,,
113,00:14:38,104,576.92,,,
114,00:14:43,101,594.06,,,
115,00:14:48,101,594.06,,,
116,00:14:53,100,600.0,,,
117,00:14:58,101,594.06,,,
118,00:15:08,102,588.24,,,
119,00:15:13,103,582.52,,,
120,00:15:18,102,588.24,,,
121,00:15:23,103,582.52,,,
122,00:15:28,101,594.06,,,
123,00:15:43,102,588.24,,,
124,00:15:58,102,588.24,,,
125,00:16:03,98,612.24,,,
126,00:16:08,96,625.0,,,
127,00:16:13,97,618.56,,,
128,00:16:18,99,606.06,,,
129,00:16:28,100,600.0,,,
130,00:16:38,98,612.24,,,
131,00:16:53,99,606.06,,,
132,00:17:03,100,600.0,,,
133,00:17:08,101,594.06,,,
134,00:17:18,98,612.24,,,
135,00:17:23,97,618.56,,,
136,00:17:28,96,625.0,,,
137,00:17:33,95,631.58,,,
138,00:17:48,95,631.58,,,
139,00:17:53,95,631.58,,,
140,00:18:03,97,618.56,,,
141,00:18:13,98,612.24,,,
142,00:18:28,98,612.24,,,
143,00:18:33,105,571.43,,,
144,00:18:43,106,566.04,,,
145,00:18:48,104,576.92,,,
146,00:18:58,103,582.52,,,
147,00:19:03,102,588.24,,,
148,00:19:13,101,594.06,,,
