,time,value,RRI,ratio,sdnn,rmssd
100,00:12:16,82,731.71,7.05284368933997,61.076988630346825,18.16908415941539
200,00:24:32,86,697.67,12.412806957932377,24.404063939384688,12.118637745558745
300,00:36:57,80,750.0,4.662208466519283,31.18545141633202,16.959605811838003
400,00:50:52,85,705.88,3.373442708713492,34.363381922645765,11.366622456147926
500,01:02:07,81,740.74,2.8338285409878385,29.05906478626808,13.057145185837545
600,01:16:22,81,740.74,6.3207954885894795,30.68532529392413,13.203816061497474
700,01:30:22,85,705.88,1.8012501253068878,23.324313473067097,13.96524643824119
800,01:42:43,76,789.47,5.835482452972996,43.169353430367245,19.345801909332987
900,01:55:23,84,714.29,0.9231026534308155,38.5995386965422,20.371426860267604
1000,02:08:53,83,722.89,8.25438480214524,62.5038097562901,19.46471850982353
1100,02:21:33,75,800.0,2.5818025743418853,35.1702292114777,15.394607412134201
1200,02:33:18,77,779.22,2.1960061621318028,46.655168765804035,24.77805823096253
1300,02:48:03,83,722.89,3.939791165970308,61.35307670732208,17.103307052181812
1400,03:01:58,71,845.07,6.304093417234779,53.86567991698604,14.943249818948866
1500,03:16:15,77,779.22,4.053385389347392,40.127598282846385,18.978172390215217
1600,03:28:50,69,869.57,4.0788470865071185,48.73162141782379,22.935638912470534
1700,03:43:20,69,869.57,5.323191525008716,44.06329416838575,19.431023018759348
1800,03:57:35,86,697.67,7.309275111009407,70.96937968425313,20.226642096627177
1900,04:09:50,73,821.92,4.766692619743202,68.81722533397193,19.9724889826385
2000,04:23:40,76,789.47,2.3694544928132033,33.191838156420616,16.565114981292293
2100,04:37:55,75,800.0,4.2753573817013235,40.85675267605497,16.1951152692983
2200,04:51:25,79,759.49,5.733826352176395,45.78731570858878,17.518346371617373
2300,05:03:35,76,789.47,9.835917829207176,30.078872269586515,14.320498975562648
2400,05:16:00,73,821.92,3.3864947794184928,58.09421405637814,19.05922068000926
2500,05:28:00,72,833.33,7.775114216262592,66.03908449432417,26.12742496599187
2600,05:41:35,76,789.47,3.0076678734542983,46.05415421999618,21.136698207409584
2700,05:54:16,55,1090.91,3.7030408274562494,104.72330616332631,29.6733771436807
2800,06:07:16,55,1090.91,3.020349141892047,32.70925481674359,25.401812311070774
2900,06:21:51,51,1176.47,2.62483447279805,71.12885408598859,41.202490289551726
3000,06:35:46,58,1034.48,3.753177834134769,90.20249137391163,26.098029357858366
3100,06:49:16,98,612.24,1.903903138687245,52.67484472792599,28.03620012005403
3200,06:59:31,58,1034.48,10.99403897022368,139.8280809563998,41.66962579795279
3300,07:10:11,63,952.38,5.5220813670683695,88.8722174435483,43.98871756174841
3400,07:22:11,59,1016.95,1.9198957685581894,39.894384625362534,27.241657086309562
3500,07:33:21,59,1016.95,8.940019042315427,92.72255040564441,43.84226929308832
3600,07:46:01,58,1034.48,5.45381495804499,38.46616606680197,24.702119853415915
3700,07:57:06,61,983.61,4.423290740759882,58.75492900741747,34.70757880150424
3800,08:07:56,47,1276.6,1.7470519015707926,99.42858251310663,47.04085944767333
3900,08:18:51,56,1071.43,2.2508167306897167,55.30381600438129,38.568461509792186
4000,08:30:31,60,1000.0,10.15359852859654,73.64273492279527,32.884870796047345
4100,08:41:51,62,967.74,8.488017104887257,73.25377845524216,25.874899892452625
4200,08:54:31,66,909.09,2.8736558098469875,54.85713898082561,28.275285599929408
4300,09:05:31,58,1034.48,12.336813162855965,94.88814199504979,35.12098899058465
4400,09:18:31,59,1016.95,1.918810816373903,27.157346467978407,21.3971572264574
4500,09:30:41,54,1111.11,1.42994230314391,72.76441017191486,39.62559818240139
4600,09:43:46,75,800.0,3.7645802611139634,67.37593258296498,34.962500185082845
4700,09:53:56,56,1071.43,3.54112364736313,106.45861496109343,44.70260494522538
4800,10:05:21,55,1090.91,9.279029138970214,61.862495946145515,34.46881536002118
4900,10:15:51,74,810.81,1.4461555783017968,83.64212482627725,39.06901893321664
5000,10:29:06,60,1000.0,7.923942059360074,57.56142492769851,23.219898641667093
5100,10:40:31,55,1090.91,9.282778285086481,62.198194969099724,29.25978774338391
5200,10:53:41,56,1071.43,3.6886824404108496,35.888123487225435,21.66197492325566
5300,11:05:46,52,1153.85,5.3808943497805215,48.84276097185265,28.85805652261816
5400,11:17:11,49,1224.49,4.679677465717696,45.032457695544565,29.337000425050164
5500,11:28:41,54,1111.11,8.12837616083531,42.0546602079011,30.108556638076863
5600,11:40:41,52,1153.85,10.672878973320746,117.34637550035667,42.6574638749472
5700,11:53:06,50,1200.0,3.4975364026815825,42.16397973185505,33.068471847108846
5800,12:05:16,64,937.5,1.743202444669003,92.08896534297361,40.12417479563043
5900,12:17:01,64,937.5,5.172604710758324,106.70739673182375,39.932444493573435
6000,12:27:51,59,1016.95,37.808762777160275,77.38681613573632,32.03354294700126
6100,12:39:26,70,857.14,1.904390859013795,46.30743203860589,29.59058197153517
6200,12:50:56,82,731.71,5.661383047164516,76.30212153867697,41.90751165761735
6300,13:01:41,81,740.74,1.9130397638437513,82.82974853800225,42.359528604982884
6400,13:15:01,57,1052.63,3.7716237225058302,50.72115627565478,26.67284676493033
6500,13:26:51,55,1090.91,3.0658172760397924,130.26027884046601,42.706477165872535
6600,13:38:46,54,1111.11,4.063337013012795,42.8113070828422,30.00307216592894
6700,13:50:16,52,1153.85,10.896588266827806,88.1496156357319,34.741006539153936
6800,14:00:56,59,1016.95,3.381193502410844,71.95187776211924,40.29538943974869
6900,14:11:46,82,731.71,1.7161716458404397,46.45180122579978,30.825078632945498
7000,14:22:21,65,923.08,9.863680402804937,119.01763115168943,44.31791093105507
7100,14:33:21,62,967.74,1.637047296621761,61.70209334390691,34.831861792898685
7200,14:44:16,62,967.74,7.351179875989629,92.8903628657098,41.76306029316465
7300,14:55:21,55,1090.91,10.751339597325119,78.1003132322771,39.58479048035669
7400,15:06:16,62,967.74,6.5308874619270485,64.40151628837961,32.06992384075014
