,time,value,RRI,ratio,sdnn,rmssd
100,00:12:26,85,705.88,2.5915687479508858,55.87678569410602,21.674950933734504
200,00:24:32,81,740.74,15.479179283415064,41.43471895718139,15.153554071903434
300,00:35:57,85,705.88,1.5469661379866926,35.68779940050249,15.39343868488957
400,00:47:32,89,674.16,4.479139085789968,41.02276812252367,21.262785363496988
500,01:00:47,79,759.49,1.333947903646697,32.96844003564377,17.731244807521065
600,01:13:22,92,652.17,2.8906038457986396,36.01935713255339,16.11438851373881
700,01:30:27,88,681.82,3.035055447848164,50.37034266512409,24.52733813852649
800,01:42:52,90,666.67,2.3826816786377423,29.336879096303203,13.461235065734108
900,01:55:27,86,697.67,3.355673299158625,35.33415876265695,17.60118800512964
1000,02:07:52,87,689.66,5.987643354703515,34.58214300981817,16.317812322425432
1100,02:20:42,87,689.66,2.683495340122169,27.911462836742714,14.34891260442035
1200,02:33:27,85,705.88,1.771154727769806,28.40485924711625,16.826337550207874
1300,02:45:42,82,731.71,5.232416922894729,51.51801348199786,12.817733296830873
1400,02:58:12,86,697.67,8.984235675726161,37.301319419889786,19.06538984387652
1500,03:11:07,87,689.66,7.452013598766124,29.804833823263028,12.47767007518032
1600,03:24:02,95,631.58,6.487944725121461,42.603891005969,14.928418089893746
1700,03:36:42,78,769.23,0.5893993109744062,30.334429779717407,14.355935948927087
1800,03:48:27,83,722.89,3.4563564863847946,27.251485674448034,15.13738038263176
1900,04:21:13,88,681.82,3.2421454669196716,55.61425165169246,25.28167825828728
2000,04:33:00,80,750.0,5.154339374453779,29.04064298808855,13.742482242368673
2100,04:45:45,82,731.71,3.073490120986509,32.05423369175525,17.352001136305397
2200,04:59:55,75,800.0,7.385923839224883,33.08738149097467,19.93063871520328
2300,05:13:50,76,789.47,5.433849480831135,63.080892851476,19.074333778428787
2400,05:27:50,67,895.52,1.4426902955413425,42.312801584022885,19.808646132842135
2500,05:45:50,87,689.66,3.730380509681583,61.720086409727614,8.282780238835784
2600,05:58:45,73,821.92,7.164285003655381,55.48255269110474,20.15682522200118
2700,06:12:10,71,845.07,9.633997704427367,36.400083061843304,15.300753926100207
2800,06:26:50,77,779.22,4.231823238037315,24.633132260425093,11.329455932090104
2900,06:43:35,80,750.0,1.9313011990921602,23.945968331924593,10.627233360046674
3000,06:55:50,82,731.71,7.7902628084095165,49.37030172721618,19.92796002879098
3100,07:08:40,75,800.0,3.2467097889887606,43.76602896163538,17.685778513148964
3200,07:20:46,74,810.81,3.185975833767129,26.00377049020142,14.956447952422902
3300,07:31:56,66,909.09,3.2322994085626022,55.2559116848253,31.178458942356382
3400,07:45:06,83,722.89,12.178017565084733,89.2227898913725,22.95349023877228
3500,07:58:36,84,714.29,5.449105190597052,29.196278157022395,11.45554512633136
3600,08:14:16,76,789.47,2.3998502158361807,30.16352586010349,16.978349582496378
3700,08:29:01,73,821.92,3.0626032107640513,43.496753910580225,18.08492974380558
3800,08:59:06,77,779.22,3.3430586404795917,31.533841211074368,18.73604970600416
3900,09:14:27,78,769.23,3.8257144792727367,44.843880247662185,17.45164369555967
4000,09:29:52,96,625.0,5.303484956105258,45.452595729901496,10.228511695997197
4100,09:46:12,96,625.0,4.067877549378865,28.109148314016814,13.927450403698261
4200,09:59:17,82,731.71,5.871431121781729,55.6304644938183,10.772908923158438
4300,10:13:32,89,674.16,12.59547202449605,56.517537458775045,10.12135850465727
4400,10:30:07,93,645.16,7.482654814094171,62.02642690910957,9.000091862606379
4500,10:45:52,96,625.0,6.994158878114148,20.58183892869802,8.418333528314227
4600,11:01:17,81,740.74,2.492627052912696,51.603614750354765,8.662551762056207
4700,11:16:05,109,550.46,1.9144886987601826,71.01195962183645,9.993746984383721
4800,11:29:23,79,759.49,9.861775431703022,62.465787896862054,11.243801075537695
4900,11:43:28,146,410.96,2.7107118090299136,146.02527179989198,11.62184971977744
5000,11:58:28,99,606.06,9.65402167157334,51.78882327639367,8.864259185577263
5100,12:13:38,96,625.0,2.911800034815948,32.95829262212556,10.013336359600878
5200,12:27:38,113,530.97,4.763433412100265,58.59459176994808,10.79332322607946
5300,12:44:58,99,606.06,4.573019941966137,26.83536121435763,8.306680833199644
5400,12:58:33,81,740.74,2.9068446380228496,33.29373592067367,10.94924996278169
5500,13:10:58,99,606.06,3.0618177700396845,52.04698310122688,15.638664723800249
5600,13:21:34,100,600.0,2.965658765607519,29.627645199043478,19.34180806941118
5700,13:33:49,102,588.24,15.135959545790337,28.734794594074206,11.117116568970609
5800,13:45:54,103,582.52,5.697519565890852,58.991601189140354,19.409005043218386
5900,13:59:40,70,857.14,8.860437278648776,102.81028902146308,18.546317693817276
6000,14:12:10,91,659.34,4.112626247174216,60.710252802499795,17.154613391331807
6100,14:25:05,97,618.56,27.81571700583615,73.39052499877597,16.971057775524837
6200,14:40:35,94,638.3,6.992650639746676,69.28729551627482,13.903833713015699
6300,14:53:30,98,612.24,8.187187515879188,68.09879613020952,25.007489100489703
6400,15:05:00,100,600.0,3.832503414251005,24.109484947512744,17.159119906323753
6500,15:18:10,94,638.3,3.4225276918972063,37.491602874523906,16.333650213376345
6600,15:31:21,98,612.24,4.773163503722414,32.61034797949011,11.897068987992403
6700,15:44:01,102,588.24,4.342131120048787,30.303370585604576,14.331955888711054
6800,15:56:51,84,714.29,5.1501271934513735,88.28659185632927,22.79674684393953
6900,16:08:53,102,588.24,4.528519989501532,106.03392823602086,33.532210129390755
7000,16:19:58,95,631.58,2.4370143618858617,30.364415767290648,19.99557744031708
7100,16:35:23,97,618.56,3.3189271055718845,119.11647086826873,22.168775634466453
7200,16:50:13,98,612.24,6.644341542675193,40.42343958445872,15.163368139477894
7300,17:01:43,99,606.06,1.4444145792998846,31.780671818772575,17.894204975834267
7400,17:15:48,106,566.04,7.806662825535258,101.3828741676569,21.53854229144591
7500,17:31:08,74,810.81,16.47691848566313,91.81434943505192,12.566246074466328
7600,17:44:34,68,882.35,10.666730234672439,138.384500416467,17.82966073766414
7700,17:55:19,105,571.43,5.3025390036601845,132.5087071872805,29.653511076968933
7800,18:09:09,126,476.19,5.764683662011882,77.5000311326754,22.739116966233325
7900,18:21:49,92,652.17,2.757584153150876,65.11677532748764,16.01331497740729
8000,18:37:44,93,645.16,5.411960499917561,84.98208649765519,15.747194876061148
8100,18:54:30,94,638.3,4.102533691494204,63.26027789181372,12.547192007486268
8200,19:10:20,79,759.49,10.479571580995188,29.42145292404194,9.046124344522672
