,time,value,RRI,ratio,sdnn,rmssd
100,00:13:23,69,869.57,11.326426281305118,68.9221448920828,24.54184990928144
200,00:30:39,72,833.33,6.682543058036598,40.7738757673453,19.00124238362355
300,00:44:27,65,923.08,4.20056889406515,122.6686009670862,26.8645451640017
400,00:56:48,59,1016.95,3.5336391258497426,96.42686731383321,23.543595496204254
500,01:09:44,67,895.52,2.347904240592829,55.279057303408635,21.408271553516204
600,01:22:37,77,779.22,1.9180780891354683,66.11724099016472,18.883152423643292
700,01:35:17,62,967.74,8.897851050772285,72.13363866365391,30.32175113543399
800,01:47:38,60,1000.0,3.3144802764538444,71.74791457103774,41.00229575982005
900,02:00:09,75,800.0,2.4468819301553126,120.5734591598739,40.459535028809654
1000,02:12:45,57,1052.63,3.8790915834566513,122.17273978455525,32.397348454290004
1100,02:23:46,51,1176.47,5.635009283985084,85.88461209587305,33.90132910597333
1200,02:40:44,52,1153.85,5.9597789817734395,127.15546052916422,38.05103700520812
1300,02:56:30,50,1200.0,2.731335723190395,69.79921483914855,33.81627067886497
1400,03:15:26,51,1176.47,3.7932204418487325,36.826066707310915,25.484359215928194
1500,03:32:15,53,1132.08,9.572110139258475,148.49818210144645,34.04326639540759
1600,03:44:21,61,983.61,3.059487952280638,83.93072396333834,38.378716126456744
1700,03:58:00,51,1176.47,13.645419609771027,83.16199660240842,40.65387071412024
1800,04:14:14,52,1153.85,7.247061099200386,99.19032736852292,36.39297312571883
1900,04:29:50,51,1176.47,3.0794707803180725,39.50010449851922,28.035399664414168
2000,04:45:20,60,1000.0,3.0017852961150977,60.82386977440133,30.95373148635384
2100,04:57:38,57,1052.63,13.15627707739437,101.11123077521499,31.822912700242775
2200,05:10:10,55,1090.91,17.542603242092184,115.24749694882617,43.057618455631136
2300,05:23:23,55,1090.91,8.999993290787272,71.85220191441243,43.20767648312863
2400,05:35:04,50,1200.0,10.283065899687307,88.93468820755912,39.57208410488435
2500,05:47:52,50,1200.0,2.565403450945626,82.62665257137986,44.49358857456234
2600,06:04:01,48,1250.0,8.921754437096073,78.75610491648351,35.43935863420837
2700,06:21:23,53,1132.08,2.7385065012493635,83.84020628516723,39.47835187373792
2800,06:34:20,49,1224.49,11.441194836952489,61.51595183931537,29.33427377969016
2900,06:47:43,54,1111.11,13.862400017936935,76.21449632677128,37.580532543627235
3000,06:59:15,53,1132.08,3.741188483532509,101.74311474800768,68.95825699711969
3100,07:13:33,46,1304.35,2.9610376051398606,53.58536262484713,30.853045557967533
3200,07:30:01,47,1276.6,3.6044573998861678,103.37121623263478,38.52504077436734
3300,07:44:38,48,1250.0,6.280119673089797,127.18717337797386,50.89881808871678
3400,07:56:12,50,1200.0,4.2816187484803185,97.67687382612348,49.03652602752855
3500,08:07:19,45,1333.33,3.9501446085227214,123.95785650454762,50.97054065979205
3600,08:20:51,49,1224.49,5.813049721960778,95.90751513912564,50.51899954622532
3700,08:33:37,43,1395.35,8.310553162556875,105.64011841792649,37.49867558603997
3800,08:46:02,48,1250.0,7.254494025615723,102.24956087352297,42.54546563929751
3900,09:00:31,49,1224.49,3.755727422451075,47.29114072231902,30.715432849815326
4000,09:15:39,48,1250.0,4.15666842904534,84.22599071041853,44.562467198622215
4100,09:30:42,63,952.38,15.230281874978864,93.87275990569962,40.725008646934974
