,time,value,RRI,ratio,sdnn,rmssd
100,00:13:10,78,769.23,13.213007152305186,38.22172553428458,13.229376402536893
200,00:26:00,79,759.49,21.082483417419084,60.661989628155666,12.046819396660583
300,00:39:41,78,769.23,11.05690325597741,27.228867950924613,10.36468845005323
400,00:55:48,78,769.23,5.072703921517056,28.2291174627772,10.588540499001267
500,01:11:03,75,800.0,2.945554667296634,34.549291950089604,16.956710718291998
600,01:23:29,88,681.82,4.1965827039246415,43.93482927179091,11.882391692047204
700,01:35:39,82,731.71,3.519810678370564,29.259320517079896,14.228812141197698
800,01:46:56,75,800.0,2.7741324655071864,41.32725944265364,18.238994633820294
900,01:59:32,81,740.74,1.7872895640839894,27.66814475989572,17.111596457763174
1000,02:11:17,77,779.22,6.47365925228029,50.559941484031484,16.1422402473145
1100,02:23:48,75,800.0,3.6053980824307224,57.228612273384506,17.735433260264404
1200,02:36:08,74,810.81,4.701436751120587,51.40289552666516,17.066802437906922
1300,02:48:50,78,769.23,6.077630743297943,52.018406281630824,20.769427050354558
1400,03:00:39,73,821.92,1.5206746891374343,40.523450242489915,24.677541255648677
1500,03:12:40,75,800.0,6.423015956836736,88.67220754497427,21.921949035041337
1600,03:25:56,58,1034.48,1.7490961044926565,76.84521875047322,34.93946688867257
1700,03:40:32,66,909.09,2.620805179990868,94.39198685580182,26.458069552490883
1800,03:54:54,85,705.88,15.45842069356402,149.0759495109317,35.23048735674742
1900,04:10:02,73,821.92,2.2631421792880047,107.61642517118966,23.23680120634143
2000,04:23:14,61,983.61,2.532909540425696,45.06117468094086,25.961127740053097
2100,04:35:27,61,983.61,11.598306094937595,124.09116087959066,34.656672699875024
2200,04:51:40,61,983.61,1.2027629416079513,15.568161370066942,14.502714374985958
2300,05:09:22,57,1052.63,1.7001180156972702,22.57831537206453,15.005445139627968
2400,05:23:14,50,1200.0,11.468977714836548,129.8730743579354,44.480731420209004
2500,05:35:41,55,1090.91,6.380359035399311,152.9413841206077,43.608229032992604
2600,05:48:12,56,1071.43,7.415821959654315,99.07382455171009,36.28649207447183
2700,06:03:46,79,759.49,1.3016331189484094,82.77324780551216,27.74261676281607
2800,06:17:58,52,1153.85,6.666816877117727,160.57016710082817,30.61211076114362
2900,06:33:40,64,937.5,7.528953984344635,80.89572761289807,23.304226932668104
3000,06:45:52,53,1132.08,25.48630072652299,98.65709203395345,35.504262811355176
3100,06:58:05,60,1000.0,6.581287314868261,85.72615551766206,37.906879402828785
3200,07:09:12,53,1132.08,23.460713496448548,114.77839234033695,43.059100435367085
3300,07:21:24,52,1153.85,10.394110060301436,59.69685170885891,27.42083525461259
3400,07:35:26,55,1090.91,4.18388682244984,88.5494538008809,41.79097480015839
3500,07:48:02,72,833.33,14.195849640162955,99.30345763106563,36.46786178862619
3600,08:02:05,52,1153.85,5.68450321165969,130.2528172128295,31.274330794865406
3700,08:18:12,53,1132.08,13.221475002854996,89.55626356851616,37.60482407802747
3800,08:32:44,59,1016.95,4.669560278190013,55.291184489140015,25.801720207314947
3900,08:45:33,54,1111.11,6.416080729217713,82.88379226216412,41.63542435974638
4000,08:58:34,53,1132.08,5.83144428018921,73.87012228126119,36.78619542351958
4100,09:10:41,70,857.14,3.101428539032973,129.19314987981633,35.75249419850511
