,time,value,RRI,ratio,sdnn,rmssd
100,00:12:39,86,697.67,6.824346732688603,48.974194214397194,15.21272168318678
200,00:25:54,79,759.49,4.903494846466902,64.12533935334628,12.600810139098845
300,00:38:14,79,759.49,9.725484804483626,48.319004255911864,17.272001018756317
400,00:50:22,79,759.49,3.318460103672451,35.30008094877261,15.054791545712233
500,01:02:39,97,618.56,3.470202260291115,52.52846553127845,23.43802071744786
600,01:13:19,78,769.23,3.5462570625418626,86.30264256614042,32.09108361328343
700,01:25:11,65,923.08,8.133430481863428,82.26635203337261,24.991031603478493
800,01:37:48,60,1000.0,2.3854670230203308,43.01324855051856,30.39316830799283
900,01:52:52,61,983.61,4.13458339490528,51.856251561894695,29.587869818627375
1000,02:06:26,56,1071.43,4.478072869564911,92.73033880156228,40.57592180472344
1100,02:20:11,58,1034.48,4.767560216638084,109.74891655704147,35.74566022963523
1200,02:36:13,61,983.61,1.191678273656148,20.85783545211429,17.576755541155364
1300,02:51:06,54,1111.11,4.870549223651736,146.42485063894162,31.323285606911046
1400,03:06:14,53,1132.08,4.057639661581618,58.598112080113395,38.44109998005738
1500,03:23:01,57,1052.63,2.399142619382305,63.34748382301438,35.575354140503265
1600,03:34:49,56,1071.43,9.315787483516681,54.898527438439444,31.180780599399334
1700,03:46:23,55,1090.91,10.07265275958242,73.75479949977846,33.1630147372739
1800,04:00:31,58,1034.48,12.618376657778827,75.85000181804864,23.8275214570857
1900,04:13:44,56,1071.43,1.764640165693645,75.42722428268128,40.5211881226191
2000,04:27:36,59,1016.95,0.9119168279016094,23.80912684075569,21.11723359120355
2100,04:41:23,66,909.09,1.4751384087135235,71.89244299365518,36.19817446147574
2200,04:53:32,56,1071.43,15.83409831486815,100.66602241109314,34.07439377466767
2300,05:05:28,56,1071.43,4.925275761327835,90.56683961103708,43.20426412269788
2400,05:18:21,56,1071.43,2.0094293995070003,38.90902014438247,29.833447536602137
2500,05:30:23,59,1016.95,7.451860383884854,37.314765550934574,26.815518366284213
2600,05:45:31,58,1034.48,1.678606616871801,23.29629698996056,19.81012418441694
2700,06:00:28,57,1052.63,1.1453329548008697,19.351812752506714,18.559649890027693
2800,06:16:06,55,1090.91,4.1118741427998655,100.76143005348942,42.57063214484981
2900,06:28:24,61,983.61,16.192574391305666,66.21712626464146,30.252001069133726
3000,06:39:37,56,1071.43,7.189745995635702,70.18482611050352,24.146840059280734
3100,06:50:43,59,1016.95,4.039971507016078,76.02263941448923,40.13264710477448
3200,07:03:52,81,740.74,2.751704564803367,77.91357505945578,32.3123466098385
3300,07:17:31,53,1132.08,6.955444898927305,138.66219233817955,37.98380837922784
3400,07:32:52,53,1132.08,1.4378663701441043,75.84027028704554,43.15587504042816
3500,07:48:11,53,1132.08,2.7274920371840947,41.233042266923015,32.30557125858379
3600,07:59:18,50,1200.0,6.609059795647595,73.87448641596245,39.39216033628513
3700,08:12:15,65,923.08,9.733618113956183,101.0447819835394,37.658076816201714
3800,08:24:22,51,1176.47,5.608331772524707,111.92867152794273,45.861852053066656
3900,08:37:41,53,1132.08,16.833621202939234,76.43436345920688,36.69310074692846
4000,08:51:48,53,1132.08,5.2364238088132415,63.760174913895135,34.68856562108738
4100,09:04:22,63,952.38,4.516194904770931,138.40146281015203,43.572817376678955
4200,09:16:51,93,645.16,6.270657644348936,66.84165183771223,30.387733470177498
4300,09:29:18,100,600.0,13.007046725505335,93.77057788630351,17.984435358151092
4400,09:40:04,109,550.46,6.635568172607695,83.68284051709824,18.745668428959387
4500,09:52:59,86,697.67,5.112429995645961,89.5124129124226,19.343556988560735
4600,10:04:28,93,645.16,11.434052223281693,52.25591878235307,15.198739514455895
4700,10:16:29,86,697.67,8.179649924989608,52.708452284067484,14.189685683551275
4800,10:29:00,125,480.0,3.148208701377547,59.37476791235874,14.904421078215947
4900,10:34:05,127,472.44,6.5009929323975815,29.663518111946505,13.83279732440918
5000,10:44:49,103,582.52,10.270368988337104,92.05468386812595,24.698950924435575
5100,10:57:31,85,705.88,3.7075691654322114,60.69902279013037,13.392269027202587
5200,11:10:12,102,588.24,4.774147188588848,60.51292887808391,13.643929867242148
5300,11:21:50,106,566.04,0.9670229860961173,20.19991760059201,9.981109986652612
5400,11:30:37,129,465.12,2.7212697454138985,50.9727548785534,17.62428965543252
5500,11:38:19,126,476.19,2.8704202843478823,19.961558479216798,10.978114086166569
5600,11:49:14,105,571.43,6.861288288985487,46.51430616422643,11.964218074801803
5700,12:01:15,102,588.24,0.9310800721761728,15.600468100656347,7.94627954365177
5800,12:14:01,88,681.82,0.4897610641709974,34.58714192449342,10.91185598375002
5900,12:25:27,91,659.34,1.8786404218395365,23.51377189816189,12.629258717659388
6000,12:37:22,92,652.17,10.840852053338777,19.604553190727934,9.911291285674883
6100,12:49:01,86,697.67,2.046652126204936,45.543960695112816,16.154601652329735
6200,13:03:07,87,689.66,10.27249279336496,35.7724299832859,13.09416054598539
6300,13:17:53,93,645.16,4.190639104697276,42.98443602413707,16.690528221815892
6400,13:30:39,83,722.89,1.937924415147861,45.73313439748235,13.575671309926136
6500,13:44:30,86,697.67,6.8082412051764365,22.457187169268455,12.599046099854652
