,time,value,RRI,ratio,sdnn,rmssd
100,00:13:11,76,789.47,15.939803081058438,45.20874920897951,11.254716362665045
200,00:24:22,83,722.89,1.3853098727250777,40.95982737051297,20.115200041940252
300,00:37:22,85,705.88,5.620483386830246,41.884740968640386,13.211898983396553
400,00:52:18,82,731.71,9.578716236210566,20.579860768540826,9.708124318207814
500,01:08:59,79,759.49,9.111882798105785,15.451408870090367,9.270307983072096
600,01:23:45,81,740.74,5.046576525513813,38.25027562639189,16.158280424062035
700,01:39:31,75,800.0,1.571650146113579,29.723066226400505,12.719178194340778
800,01:52:02,85,705.88,3.94878548780238,32.15344809635272,19.34618290333504
900,02:05:47,75,800.0,2.95648619718183,33.447663751966985,17.693780394434214
1000,02:22:51,75,800.0,0.8055685351904841,11.541951476192732,9.594365823521386
1100,02:37:59,78,769.23,1.417485682716127,18.08007823656756,13.353156400588798
1200,02:50:26,75,800.0,5.578502175941286,41.25037354896672,18.397095812748113
1300,03:06:23,68,882.35,3.117813639969237,42.03580863304932,18.10408048764229
1400,03:21:55,72,833.33,1.8182055309275742,20.873349853123933,13.81358345538144
1500,03:36:02,65,923.08,0.9537042632105949,38.1482258898819,23.391343538267584
1600,03:53:00,69,869.57,2.10641931549334,31.875594524065374,23.545190398658725
1700,04:06:07,74,810.81,5.359729541170186,44.29243177206269,24.243966155509607
1800,04:22:54,72,833.33,5.347885371446332,38.959282580041375,15.649944331394847
1900,04:36:21,69,869.57,15.337524082493765,50.31836955362677,18.274766093101594
2000,04:48:48,73,821.92,5.724344736374871,22.400758316890023,13.717559564442956
2100,05:06:01,67,895.52,1.80891064672048,28.630705276614542,13.362555553077812
2200,05:20:48,71,845.07,4.464619175232765,33.754962880001855,19.049512255480902
2300,05:35:10,80,750.0,2.267157088582104,48.65043983305284,22.003439813728303
2400,05:48:52,83,722.89,12.17937474395167,74.57279234805317,20.067664502523918
2500,06:01:29,84,714.29,6.557233004172989,75.76818450265444,24.910352417735027
2600,06:16:57,67,895.52,7.970467447445457,93.47980779853212,17.670612195210882
2700,06:31:49,59,1016.95,9.63056740788583,38.331481746586434,19.31104090954449
2800,06:44:50,63,952.38,9.912512846025347,36.61346488312019,16.618339935812546
2900,06:59:53,64,937.5,6.463017315317937,37.898383494083845,21.036091208523825
3000,07:17:20,67,895.52,3.868720459127832,18.472814001426872,11.687903744444244
3100,07:31:23,62,967.74,2.6495404143714048,32.560185758162696,18.220896068397774
3200,07:45:00,72,833.33,3.644590272339864,36.33103994374423,16.59579017447351
3300,07:58:37,68,882.35,11.74218598539271,53.90082959613437,15.915066427569176
3400,08:16:49,65,923.08,18.416173779235788,47.28404455463222,17.16826391510178
3500,08:29:36,72,833.33,6.020643376478589,55.19204236339171,26.738689650811693
3600,08:43:38,61,983.61,2.319967247950794,44.82042417044021,21.27124490000432
3700,08:57:46,65,923.08,2.1973379393988997,19.9683669342338,14.073670344643464
3800,09:13:53,68,882.35,7.497626159803113,36.917743773054845,18.485645126897133
