,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd
50,00:06:23,60,383,1000.0,548.4571389806443,7.193467791096111,30.551436018889955,19.13992594829255
52,00:06:38,60,398,1000.0,506.7650766935795,6.029177711037629,34.14227088319147,19.21102425851429
54,00:07:03,59,423,1016.95,471.3035790895032,5.045178789225456,38.58131402635219,19.316087194092805
56,00:07:13,62,433,967.74,443.40185342490247,4.0780347753177475,40.81146951432118,19.048650656588112
58,00:07:28,65,448,923.08,437.5428589513884,3.499461643010542,39.8738102968833,20.17098881552212
60,00:07:53,67,473,895.52,456.9193265132341,3.1871611203037338,39.782272643652185,20.269757708246548
62,00:08:03,67,483,895.52,508.4516962976056,3.160992575267001,40.41119838735348,20.44898310929132
64,00:08:13,68,493,882.35,585.2899776686622,3.3224269050212487,41.01431759415589,19.672190202083215
66,00:08:28,71,508,845.07,699.6640195815382,3.6090290365347846,42.279972619843235,19.999133858796007
68,00:08:38,73,518,821.92,824.8494589928179,3.957602087516674,45.21905095358434,19.924584393791157
70,00:08:58,74,538,810.81,962.5115455161375,4.505390619671132,48.76348681510938,19.863295706567193
72,00:09:18,75,558,800.0,1101.9331264354664,5.16362928941914,53.38722402735451,20.093421047391487
74,00:09:33,77,573,779.22,1207.9298176974362,5.6312649500558685,58.044931113046964,20.066768854125424
76,00:09:43,77,583,779.22,1285.88611665681,6.198455354548214,62.92751621914061,19.962790948386445
78,00:10:03,79,603,759.49,1332.078681357513,7.016846442801323,67.91814434497829,19.930291682025437
80,00:10:18,66,618,909.09,1326.2168492657179,7.960614805209317,72.38447071727754,19.47809261290065
82,00:10:28,57,628,1052.63,1271.5163742036939,8.980566047370967,73.56229735955998,28.91085686896809
84,00:10:48,56,648,1071.43,1211.182308709029,10.468009078084956,80.37722526046434,29.926331794823728
86,00:11:03,58,663,1034.48,1201.3179188542474,12.912279271139377,86.34020908863604,29.980061843886606
88,00:11:33,57,693,1052.63,1321.2334479561248,15.390379743541603,90.34613851658047,29.945764819290307
90,00:11:43,56,703,1071.43,1662.2651620146867,18.13802912584907,94.93394604262741,29.51170265975095
92,00:12:13,54,733,1111.11,2268.5542691882047,21.2299253125978,99.91315554755235,29.474227067465062
94,00:12:23,52,743,1153.85,3023.0040122080236,21.363254271328124,106.95825145507256,29.3531719942232
96,00:12:43,54,763,1111.11,3796.298045801889,21.37952061306272,114.73804774639082,29.00771294335494
98,00:13:03,58,783,1034.48,4458.381384525853,22.572062025495416,118.60311648932162,28.388576424832777
100,00:13:13,63,793,952.38,4912.497867340721,22.23945132203934,119.22507837545191,29.972030873697523
