,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd
50,00:05:24,62,324,967.74,3212.8316038661847,3.3944096767412115,79.60130824609477,42.76067636108137
52,00:05:34,69,334,869.57,3646.930600509225,3.308126012349934,77.22193624686115,43.29951371268623
54,00:05:54,81,354,740.74,4054.8749690017294,3.3004764005091096,78.84841964924645,44.45947342862959
56,00:06:09,66,369,909.09,4397.592970133644,3.335482624511898,85.80599120797845,45.999704502156476
58,00:06:19,62,379,967.74,4612.160273050955,3.3832864682741994,85.786711603338,48.99021416235562
60,00:06:29,60,389,1000.0,4675.671619871534,3.423228280997295,85.60755673205874,49.18031601843841
62,00:06:44,62,404,967.74,4586.697827089953,3.441488808852252,86.32070750428784,49.04027757353945
64,00:06:59,61,419,983.61,4362.507939562938,3.369873450150987,86.03282488322557,49.03696338019944
66,00:07:09,64,429,937.5,4051.4523986458275,3.23600550222622,85.28152616206287,47.90979996465296
68,00:07:19,67,439,895.52,3747.719910388097,3.0954348779196104,79.22751306180943,48.11991250607005
70,00:07:29,69,449,869.57,3497.3272394397663,2.9079545138538268,75.4421444497946,47.979593344994285
72,00:07:39,64,459,937.5,3366.3686731166745,2.8209680491134574,74.26763903062809,48.040208647952134
74,00:07:49,60,469,1000.0,3310.4965056082183,2.8071786703276342,74.12909048189833,47.40546967494405
76,00:08:04,63,484,952.38,3307.82515171899,2.893993209305481,72.81862014314072,46.499160975533435
78,00:08:19,64,499,937.5,3311.836512654362,3.0517786091493795,73.04413332656205,46.695961041090264
80,00:08:34,66,514,909.09,3280.7821404405136,3.2903358388108885,73.12737668323285,46.746571193696624
82,00:08:49,70,529,857.14,3158.591134398619,3.5697254097351627,69.85648241259521,41.81146420272208
84,00:09:04,66,544,909.09,3005.6187232652655,3.965518396094791,58.36424524571564,39.381328607058734
86,00:09:14,61,554,983.61,2790.1740025108547,4.566080822642235,57.383009505943335,38.06874865936357
88,00:09:25,59,565,1016.95,2503.5748800671763,5.320010514064614,59.25891502688238,38.86883356172371
90,00:09:35,58,575,1034.48,2203.361569910191,6.394363845264604,61.717685112724936,37.8348379844043
92,00:09:55,60,595,1000.0,1927.1803009795244,7.2589556709697245,63.87782806838922,37.111173189623145
94,00:10:15,62,615,967.74,1708.6262045921646,7.850425836261988,65.04635966974412,37.22189721995724
96,00:10:25,68,625,882.35,1578.2023881183695,8.135087866823868,65.05883445193972,37.77552444293494
98,00:10:35,70,635,857.14,1540.149668199262,8.505606754941976,62.36700079303451,35.770217231886164
100,00:10:50,82,650,731.71,1579.3019915380735,9.264132100844742,66.33358949203608,35.96852433527323
102,00:11:00,71,660,845.07,1686.45584700256,10.183705948645448,75.96158752250228,35.31979005299656
104,00:11:10,64,670,937.5,1861.547796702997,11.42330245757257,74.92342540847136,35.91158408408868
106,00:11:20,62,680,967.74,2122.2480330927174,13.85942117587407,67.51889541393851,32.09198339085921
108,00:11:35,61,695,983.61,2497.1931476883674,16.82632798354108,67.70661279734642,31.61607005486744
110,00:11:50,58,710,1034.48,2981.216708853026,19.408249500824812,68.20588546632099,31.8487094538782
112,00:12:10,60,730,1000.0,3539.3698519388317,20.523628165878044,69.72246972337203,32.1597913169694
114,00:12:20,64,740,937.5,4163.1217602607885,19.921403072324114,70.3013001429982,32.19681956025964
116,00:12:30,69,750,869.57,4676.88438752399,18.364216038739073,70.15438128898876,33.069126701748964
118,00:12:55,63,775,952.38,5165.589681897119,16.74253892625168,70.64256743433299,34.217590117794494
120,00:13:10,66,790,909.09,5553.517428009132,15.011281484086783,69.91938536745918,34.14876114524657
122,00:13:20,61,800,983.61,5802.172249916583,13.616157209279287,69.3193645695525,33.7380806465674
124,00:13:30,58,810,1034.48,5857.6228781755335,12.30646401920633,70.45782816373934,34.580552957654426
