,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd
50,00:07:59,75,479,800.0,52.14766165290718,1.2413408465292293,19.44590468505922,10.203120071021097
52,00:08:14,71,494,845.07,63.49892807171021,1.4530658296864973,18.753651599795987,10.5719142745565
54,00:08:29,71,509,845.07,81.00028294212127,1.8217876082622682,17.790931729280473,11.02463438238685
56,00:08:49,69,529,869.57,108.04702011002291,2.5375286129098207,15.977586469418828,10.818137547655793
58,00:08:59,68,539,882.35,140.8758896278399,3.5006242759933266,18.36383960562783,10.410208980630905
60,00:09:14,68,554,882.35,182.24753147774985,4.955852516110663,21.339872712548125,10.474975719615331
62,00:09:24,68,564,882.35,224.62461603250185,6.991534410353305,23.815303645225413,10.788493019539528
64,00:09:34,65,574,923.08,273.9558644032028,9.857546823007933,26.976546036912023,10.98842870050684
66,00:09:44,68,584,882.35,322.4283801679109,12.107543619360717,31.913880652884128,11.842337055614301
68,00:10:04,70,604,857.14,365.98888595626937,15.127567264909159,32.77252690213285,12.57642952478313
70,00:10:14,73,614,821.92,405.41300310942944,17.09827662602964,32.55031528986146,13.14874355757451
72,00:10:30,72,630,833.33,442.4708955470624,17.067111405807292,32.2277655857967,13.563352409025903
74,00:10:45,69,645,869.57,468.59615687348617,15.92959241296443,32.20733844885641,13.993856888372305
76,00:11:10,70,670,857.14,485.741197074226,14.701283190091704,32.060778251340594,14.021282875307378
78,00:11:25,66,685,909.09,499.64250641870814,12.955185390734991,31.9982354130821,14.244787732747044
80,00:11:40,68,700,882.35,510.08750056058045,11.079436439391152,33.603598808728215,14.790044431499
82,00:11:55,72,715,833.33,520.458653389975,10.015881172830268,33.194243863559684,15.260100168179024
84,00:12:10,74,730,810.81,527.3217212641637,9.043322937406181,32.29849896114148,15.308900905642304
86,00:12:30,76,750,789.47,533.8509445955374,8.1897136391048,33.19424386355969,15.29550547563245
88,00:12:40,78,760,769.23,541.7143034743849,7.712603352498172,35.51084811313701,15.347530347098266
90,00:13:00,79,780,759.49,552.3241074106112,7.22245061632235,38.62598708810705,15.230161133857562
92,00:13:10,77,790,779.22,563.7803555857282,6.719291674323563,41.68016156300702,15.26489917879498
94,00:13:35,73,815,821.92,583.0292055235035,6.4428631738470905,43.34277188286181,15.161726854962463
96,00:13:45,70,825,857.14,614.5926102386687,6.48486188857951,43.071317081589896,17.572064796844167
98,00:14:00,74,840,810.81,671.3865474043819,6.868227513093879,42.09965577492704,17.8598596790429
100,00:14:20,83,860,722.89,730.2320885960465,7.259978913104368,45.07332505133912,22.741733057288748
102,00:14:40,82,880,731.71,810.0859287080839,7.625814863828711,50.457445451284876,22.31485539788622
104,00:15:00,82,900,731.71,903.1578082266302,8.874040402955224,54.27383104560933,22.261600461378357
106,00:15:20,80,920,750.0,999.1870285201918,9.690072575375265,57.40083495410647,22.19866510971012
108,00:15:35,74,935,810.81,1087.5553978743058,9.84311355092968,58.35483268726922,22.332582584599557
110,00:15:55,73,955,821.92,1168.7120427647217,9.806443993870712,57.464686437029506,23.01621597828765
112,00:16:05,67,965,895.52,1237.4104590168301,8.932848718197494,56.59583779352525,23.626274590387887
114,00:16:20,65,980,923.08,1305.8030189798321,7.625679976786744,57.79210032309868,24.18104216116419
116,00:16:50,65,1010,923.08,1406.7464720083037,7.217866234948945,58.260194456964065,23.793614946974703
118,00:17:05,67,1025,895.52,1546.0383676434421,6.978390118134783,60.31078743999827,23.74118796780079
120,00:17:20,69,1040,869.57,1704.3899933523724,6.90861523821721,61.5516791992298,23.59481346501768
122,00:17:35,68,1055,882.35,1911.595547884558,7.338104746836165,61.981581146897085,23.440384260624107
124,00:17:50,68,1070,882.35,2155.7768590002584,8.369205784494126,63.106560439061965,23.47847520515725
126,00:18:05,69,1085,869.57,2403.907764779515,10.00373341943895,63.30646792889849,23.5575602059539
