,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd
50,11:15:57,74,40557,810.81,805.3064989676137,3.9661048818620306,28.557877940942955,16.890064220948222
52,11:16:17,75,40577,800.0,850.5393341791294,4.278566025170825,29.857285014015652,16.621304253939908
54,11:16:37,75,40597,800.0,855.7696418690593,4.446030683140645,31.071732872729935,16.187684787378036
56,11:16:47,76,40607,789.47,809.7191265764721,4.426481133959536,32.31886686549187,16.187684787378036
58,11:17:12,76,40632,789.47,725.2574948564524,4.2629530307532635,33.66322004072404,15.968630920319622
60,11:17:22,82,40642,731.71,629.0755562020988,3.9691606720267893,35.82674237812548,16.13402021082363
62,11:17:32,84,40652,714.29,519.2799926624542,3.537315128638549,42.170326067663524,16.644209632353054
64,11:17:42,90,40662,666.67,408.24599130983813,3.078274002234347,49.69713217858261,16.968980102359883
66,11:17:52,88,40672,681.82,316.35084196009126,2.695062163356052,58.62127645509342,17.14910344535806
68,11:18:22,86,40702,697.67,249.0204159391771,2.4217017424105007,64.88241078084795,16.805361632283805
70,11:18:32,75,40712,800.0,206.36143499702987,2.272714337259246,67.99451326033744,17.48498901390351
72,11:18:52,74,40732,810.81,209.48495877980193,2.68793518392425,67.78237711972044,19.945272929817172
74,11:19:02,76,40742,789.47,273.4434623850187,4.170981505589932,67.78293413657501,19.42456765468484
76,11:19:22,79,40762,759.49,379.1332089863259,6.645816585417723,67.89263099714347,19.086725326086434
78,11:19:42,79,40782,759.49,573.2468960875221,11.136943073886032,68.28707347720821,18.134905681630453
80,11:19:52,88,40792,681.82,803.2678666977353,16.631350183547912,66.67703285668483,17.878343415017678
82,11:20:02,100,40802,600.0,1072.5509122140963,19.902331907746905,70.25437936120831,20.58792518116641
84,11:20:12,102,40812,588.24,1375.9167323944996,19.424958221538752,76.07910644016985,21.004229700375166
86,11:20:22,104,40822,576.92,1677.5328959223734,19.775359120308476,81.87998304362604,20.640411817597048
88,11:20:37,105,40837,571.43,1957.1737130480506,19.40039697499964,88.2678030411672,20.58381497136792
90,11:20:47,111,40847,540.54,2204.100898094306,18.660133342931157,93.85091350082202,20.43770080722668
92,11:21:02,109,40862,550.46,2414.8136810943806,16.456955081399762,97.97569404621095,20.339948778857103
94,11:21:22,110,40882,545.45,2630.9192612712195,13.795490838083763,100.3904947579954,20.19701564133489
96,11:21:32,106,40892,566.04,2881.168519183166,12.360359306967824,101.92239337068258,20.11395849977353
98,11:21:42,106,40902,566.04,3170.3620831949033,12.003054312306652,100.61443859626121,19.89562632687836
100,11:21:57,106,40917,566.04,3552.854852035868,12.141922958484528,100.08371679748909,19.79454542472315
102,11:22:12,101,40932,594.06,3961.834692808499,12.383494778629286,99.33829321062447,19.809748064206843
104,11:22:22,97,40942,618.56,4354.517805487467,13.13012931463863,96.93753358314659,20.128754840490537
106,11:22:37,97,40957,618.56,4591.288636136304,14.147251080757007,93.34982108811818,20.17866811607682
108,11:22:47,99,40967,606.06,4628.3458209864075,14.8945620633407,89.53993237542632,20.17244771808259
