,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd
50,00:07:22,78,442,769.23,158.96874051756834,1.1612058425399954,22.569905211704036,14.260565005837385
52,00:07:37,76,457,789.47,190.17403239633282,1.4008243855113696,22.75422740180515,14.00856713091043
54,00:07:52,75,472,800.0,238.15863040205855,1.8564574487867436,22.573708705808464,14.08488855881669
56,00:08:02,75,482,800.0,301.9391229517683,2.6266604730686685,22.788866373109204,14.25320042828905
58,00:08:17,76,497,789.47,363.4016731614983,3.631580553500543,22.82146974823021,14.340756035630369
60,00:08:32,74,512,810.81,420.77858948928105,4.980547303350434,22.843992291995146,14.587903851325235
62,00:08:52,76,532,789.47,467.5569387790502,6.604872749367805,22.86667589506168,14.261099078920072
64,00:09:02,80,542,750.0,496.1291927073457,8.2904539219678,22.752870333392273,14.881722524833
66,00:09:12,76,552,789.47,503.32959671794396,9.211294900725028,23.451635293052945,15.004718849585338
68,00:09:22,73,562,821.92,485.2132465446788,8.947123078945312,23.23065174747028,15.823824520291517
70,00:09:42,73,582,821.92,445.74527279445164,7.560098657318862,24.129886791517016,15.535629425055575
72,00:10:02,75,602,800.0,394.79820411975476,5.904577245534001,24.383046871436985,15.700762167903212
74,00:10:12,77,612,779.22,339.63442303226066,4.37703567749228,24.383213838664496,15.139617375802924
76,00:10:22,79,622,759.49,285.96055356410494,3.138030700920774,23.939407805575133,13.867285536948637
78,00:10:37,78,637,769.23,244.9235104116616,2.3231617490367378,23.807509581848226,13.825183912125045
80,00:10:52,79,652,759.49,221.84511095154392,1.8710965367914179,23.957432240351206,13.80894511923782
82,00:11:22,80,682,750.0,215.96409401640736,1.6699131736735802,24.436333102783713,12.920303512578275
84,00:11:32,79,692,759.49,227.93358180415552,1.6702034032139348,24.128984504626153,12.893920336059654
86,00:12:02,77,722,779.22,251.52629536957707,1.818305526574264,23.76182221419003,12.964996832130058
88,00:12:22,76,742,789.47,285.7190782232585,2.135128419637939,23.19655885809665,13.258763216862121
90,00:12:42,78,762,769.23,319.86991072675806,2.5565162071845586,22.925213305486167,11.851827638273628
92,00:13:03,81,783,740.74,350.14089708374047,3.179252627002169,22.28806993410947,12.434750516522758
94,00:13:18,79,798,759.49,370.4969814968145,3.968906774361662,22.28806993410947,12.504917889717275
96,00:13:28,73,808,821.92,379.18664645153524,4.959911249128563,22.03284422522568,13.708680476550725
98,00:13:53,74,833,810.81,377.26786472503255,6.204201269463099,23.0611297101899,14.002568277546324
100,00:14:08,78,848,769.23,364.2558099036452,7.6576071998134205,23.496684076955287,13.938287819776804
102,00:14:18,76,858,789.47,341.92180801901543,8.412403569327441,23.73569772494154,14.537997644455846
104,00:14:28,72,868,833.33,315.58677121440473,7.685001520070791,23.527170658276628,14.841849958953276
106,00:14:38,71,878,845.07,291.3516405784706,5.959222442736716,24.773420717390152,15.51898758006475
108,00:14:53,70,893,857.14,277.7463596931489,4.54580971367156,28.083463923796565,15.889822374779422
110,00:15:08,68,908,882.35,273.2407527584927,3.5091794298812258,31.853217778056994,15.695407881652155
112,00:15:23,68,923,882.35,273.35554568347817,2.635120329276762,37.45623621055944,15.766139058638503
114,00:15:48,70,948,857.14,282.34786246334124,2.237684884553324,40.67024700024852,15.338295876927242
116,00:16:08,70,968,857.14,303.68677342893454,2.1585270282349054,41.15450719234647,14.873090342176052
118,00:16:18,70,978,857.14,337.94604615551526,2.193157939484165,42.99432554680315,14.680678750365345
120,00:16:28,73,988,821.92,376.3580719088861,2.2746546781870336,43.929968119492095,14.887869257231143
122,00:16:43,73,1003,821.92,425.89631660045745,2.5339782988362574,44.12692527845797,15.014556270499645
124,00:17:03,72,1023,833.33,476.9623516146362,2.8763307189830356,44.14573473006359,15.04014010193105
126,00:17:13,70,1033,857.14,524.8170019536186,3.3067334570763345,44.16803830502648,15.342614523221378
128,00:17:43,70,1063,857.14,561.0991811513805,3.7924852065102614,44.25821156368981,15.376375000736214
130,00:18:03,73,1083,821.92,582.4679736669681,4.267150193293582,43.82779023516883,15.410061515723019
132,00:18:13,81,1093,740.74,577.0445823724416,4.538768238541181,42.500536047039624,16.372509749888817
134,00:18:33,80,1113,750.0,557.8382608647555,4.778401889481276,42.816312850146645,17.78855117937447
136,00:18:43,78,1123,769.23,528.4167749332404,5.203548119664814,43.0945807000635,17.61607701469755
138,00:18:58,75,1138,800.0,484.39337114692455,5.346863960756076,43.44602489695621,17.66790442974989
140,00:19:18,72,1158,833.33,443.59678405735076,5.384839103850801,43.232589193423834,18.310600921937247
142,00:19:33,72,1173,833.33,425.0425273631434,5.67686744676387,41.58094667719133,18.128382752592415
144,00:19:53,72,1193,833.33,441.57524618018624,6.863672884224013,38.664689389041015,18.175922231886673
146,00:20:18,75,1218,800.0,494.54837851446075,8.661317019090934,37.41742202749508,17.09915441279637
148,00:20:28,74,1228,810.81,584.6462810603555,10.951085690196754,37.86124308577308,17.376155489400904
150,00:20:48,67,1248,895.52,711.4102501985041,13.778397004777185,39.012170157633676,20.87970350286008
152,00:20:58,70,1258,857.14,837.8480508223288,15.94040186835548,38.47412808999983,20.72259606697729
154,00:21:08,72,1268,833.33,966.9472769258042,17.23833332623005,37.939396038892326,20.263717147973164
156,00:21:18,74,1278,810.81,1060.571575923789,16.19199810446224,37.939396038892326,20.06224929908847
158,00:21:38,75,1298,800.0,1119.4715842336964,14.215983059502584,38.12363105016336,20.110308961590135
160,00:22:03,74,1323,810.81,1129.4448885855213,11.155266527118206,37.846906847434276,20.008072146521474
162,00:22:13,69,1333,869.57,1099.001109858067,8.607950956733792,35.81982165659405,20.089634447766798
164,00:22:33,69,1353,869.57,1029.6892385156966,6.501662127396301,35.81982165659405,20.669858712232983
166,00:22:53,69,1373,869.57,945.6084125922667,4.9631773916512225,36.24846236063268,20.682918812688055
168,00:23:18,70,1398,857.14,864.4027033649602,3.9332348123800243,36.248462360632686,20.682918812688055
170,00:23:28,67,1408,895.52,799.6959929599026,3.3148981497076213,36.66541181427265,20.42121291046872
172,00:23:38,70,1418,857.14,759.3612409543969,2.9959271163049186,38.65735714226323,20.712190091039318
174,00:23:58,69,1438,869.57,738.0427257614845,2.9004709736831917,39.1203077989644,20.79060453028469
176,00:24:08,72,1448,833.33,727.492352933016,2.9901529215217075,39.60584226590614,20.727190561468504
178,00:24:18,69,1458,869.57,720.5374956873062,3.178895737114745,39.445885492478354,21.278060560692325
180,00:24:33,70,1473,857.14,704.5249963076461,3.4941618070550007,39.95836318122215,21.023764347683766
182,00:24:53,66,1493,909.09,677.7745739973222,3.8523392770850187,39.88170832369555,19.451314996730712
184,00:25:03,65,1503,923.08,632.3868659254613,4.11402167848721,38.524326999644146,20.30940869726771
186,00:25:18,66,1518,909.09,569.460930916776,4.158399080547291,37.369083030915135,20.216281728813925
188,00:25:38,69,1538,869.57,498.1223092381673,4.045475242663265,35.0960908015554,20.825879847645616
190,00:25:58,71,1558,845.07,428.12271403996806,3.704279859341519,34.178310532516726,20.351885185708106
192,00:26:08,72,1568,833.33,365.7583063159898,3.218383835608596,34.06609301379439,20.56199858268369
194,00:26:23,69,1583,869.57,321.6165752806806,2.7945306889826216,33.72422509419724,20.777598562895005
196,00:26:53,70,1613,857.14,305.18875036606613,2.5938220820360005,33.28307911150737,20.55234824460084
198,00:27:13,70,1633,857.14,317.58455866920133,2.685729087829041,30.635946910484776,20.346879768812983
200,00:27:28,72,1648,833.33,361.61285789097894,3.0814008884330986,29.464742974114216,16.447616972729904
202,00:27:48,72,1668,833.33,428.61974296661236,3.7473734427760506,29.27265353429334,16.10135556468487
204,00:28:03,67,1683,895.52,503.70062448976074,4.5974313357243926,29.428112729434883,16.366129845581977
206,00:28:23,68,1703,882.35,575.1625498900888,5.5390560838942315,29.2060970437786,17.50653918642158
208,00:28:33,68,1713,882.35,628.8898044679901,6.458081376542369,27.059552552223238,17.628402117732904
210,00:28:43,68,1723,882.35,657.9861540222188,7.383809698343594,24.501704781171323,17.655281802061506
212,00:29:03,70,1743,857.14,660.6603981859585,8.184697906853643,22.724013662616375,16.670014752145082
214,00:29:23,68,1763,882.35,631.5371328989678,8.518382079704674,22.687349009111326,16.65920913427741
216,00:29:43,68,1783,882.35,579.8371301978557,8.406983149038393,22.809397831345123,16.56973624363627
218,00:29:58,67,1798,895.52,513.1895641525316,7.866000808040959,23.080849261070206,17.313758419599278
220,00:30:13,69,1813,869.57,436.65183312903844,6.884435841066593,23.617534666308543,18.29789794997652
222,00:30:23,67,1823,895.52,363.09615759470245,5.791565595039382,23.327177349650363,18.31335984956315
224,00:30:39,67,1839,895.52,295.3842938575414,4.632324819912715,23.816045975735925,18.323912279436655
226,00:30:49,66,1849,909.09,235.66003674014345,3.5455047244447657,24.568038242017302,18.022234679893128
228,00:31:09,68,1869,882.35,188.67219399139222,2.692564837165961,24.523361114809422,17.715420528166856
230,00:31:24,70,1884,857.14,151.95464491732739,2.027410438331593,24.537059968088087,17.820100150890138
232,00:31:44,71,1904,845.07,122.4418456784363,1.5168966976641445,24.653813700098887,16.902126481358387
234,00:32:09,72,1929,833.33,101.02414633919658,1.176529846331928,24.04504448160678,16.955045302932383
236,00:32:19,70,1939,857.14,85.90158575828679,0.9439665694297737,22.403271853796305,16.920167896112993
238,00:32:39,70,1959,857.14,82.39171423093363,0.8711201803001851,21.69878693214278,16.043414632216678
