,time,value,RRI,hf,lf/hf,sdnn,rmssd
50,00:07:04,97,618.56,72.10428541984302,0.822135183386565,18.166484520587215,9.443004861606639
52,00:07:24,94,638.3,67.3945079375152,0.9465259724905952,18.398107232949325,9.537629663172966
54,00:07:34,94,638.3,70.43660732900695,1.2730781912277338,19.670414540727954,9.47589444380868
56,00:07:44,96,625.0,76.76560305201433,1.762994502621748,19.409762475283895,9.411254660549483
58,00:08:04,89,674.16,83.61765874265662,2.3953798384777296,19.1119203148833,9.50272141471665
60,00:08:14,90,666.67,90.19059342677512,3.025517857955441,22.97671838525036,12.381767042794861
62,00:08:34,88,681.82,92.02997242920436,3.2499512433721844,25.23069853595506,12.58846556599027
64,00:08:49,90,666.67,88.67696822838612,3.114960727140567,27.644770137571843,12.425124809458156
66,00:08:59,93,645.16,80.36603203879052,2.506838782729644,28.968010536607096,11.972213748543606
68,00:09:09,96,625.0,74.5729021909061,1.94522134294854,29.187911042423163,11.958115679832046
70,00:09:19,94,638.3,79.6845770639554,1.7213315295122655,28.494035394468515,11.260299774890912
72,00:09:29,89,674.16,96.09037415259,1.6659054437857321,28.326545072689363,11.424296343266649
74,00:09:49,89,674.16,120.4867866084611,1.7651776167348299,29.589500264072573,11.618814088207397
76,00:09:59,92,652.17,158.8882173172375,2.065320095821502,30.17185334454776,11.60734224004579
78,00:10:09,91,659.34,201.04620218440334,2.419268330386327,29.25058671032017,11.79072560125465
80,00:10:19,91,659.34,235.30601901205935,2.674262405897181,28.172643845129087,11.879374253430248
82,00:10:34,93,645.16,262.4394385026565,2.8746507209720153,27.016220993608822,11.940432511907968
84,00:10:44,94,638.3,279.22588705155056,3.0100220477495703,25.88810799796473,12.097956143793178
86,00:10:54,92,652.17,286.1353629275833,3.109038288149753,23.6702467684989,12.175489429880963
88,00:11:04,90,666.67,280.8649678956266,3.149945961362271,21.695179658351837,12.112914679828988
90,00:11:14,90,666.67,267.26046479457995,3.077152355818549,20.90988859318939,12.125995772281465
92,00:11:34,89,674.16,242.85836269198964,2.831542645294844,20.071087744945615,12.125995772281465
94,00:11:44,93,645.16,216.31671896187632,2.531626726849868,19.337630693989965,12.151873207410446
