,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd
0,00:00:01,118,1,508.47,,,,
1,00:00:06,120,6,500.0,,,,
2,00:00:11,121,11,495.87,,,,
3,00:00:26,119,26,504.2,,,,
4,00:00:31,117,31,512.82,,,,
5,00:00:36,113,36,530.97,,,,
6,00:00:41,108,41,555.56,,,,
7,00:00:46,103,46,582.52,,,,
8,00:00:51,97,51,618.56,,,,
9,00:00:56,94,56,638.3,,,,
10,00:01:01,96,61,625.0,,,,
11,00:01:06,105,66,571.43,,,,
12,00:01:11,112,71,535.71,,,,
13,00:01:21,115,81,521.74,,,,
14,00:01:26,118,86,508.47,,,,
15,00:01:31,119,91,504.2,,,,
16,00:01:36,118,96,508.47,,,,
17,00:01:41,120,101,500.0,,,,
18,00:01:46,119,106,504.2,,,,
19,00:01:51,118,111,508.47,,,,
20,00:01:56,116,116,517.24,,,,
21,00:02:06,117,126,512.82,,,,
22,00:02:11,119,131,504.2,,,,
23,00:02:16,118,136,508.47,,,,
24,00:02:26,118,146,508.47,,,,
25,00:02:31,119,151,504.2,,,,
26,00:02:36,118,156,508.47,,,,
27,00:02:41,119,161,504.2,,,,
28,00:02:46,121,166,495.87,,,,
29,00:02:51,122,171,491.8,,,,
30,00:03:01,119,181,504.2,,,,
31,00:03:06,118,186,508.47,,,,
32,00:03:11,118,191,508.47,,,,
33,00:03:26,118,206,508.47,,,,
34,00:03:31,116,211,517.24,,,,
35,00:03:36,114,216,526.32,,,,
36,00:03:41,115,221,521.74,,,,
37,00:03:46,119,226,504.2,,,,
38,00:03:51,124,231,483.87,,,,
39,00:03:56,121,236,495.87,,,,
40,00:04:01,120,241,500.0,,,,
41,00:04:06,118,246,508.47,,,,
42,00:04:11,114,251,526.32,,,,
43,00:04:16,112,256,535.71,,,,
44,00:04:26,114,266,526.32,,,,
45,00:04:31,114,271,526.32,,,,
46,00:04:36,116,276,517.24,,,,
47,00:04:41,112,281,535.71,,,,
48,00:04:46,103,286,582.52,,,,
49,00:04:51,100,291,600.0,,,,
50,00:04:56,104,296,576.92,354.3573911200295,2.828222783307714,35.42144982801193,16.58057980079744
51,00:05:06,102,306,588.24,,,,
52,00:05:11,101,311,594.06,258.89774321425546,2.593617182388593,36.95608774516818,16.928961237223874
53,00:05:16,100,316,600.0,,,,
54,00:05:21,96,321,625.0,222.53666429444613,2.602695389578097,38.92324495355294,16.883973441807868
55,00:05:26,92,326,652.17,,,,
56,00:05:31,89,331,674.16,243.477402530288,2.7941742957584816,44.27765706243696,17.141355708058917
57,00:05:36,90,336,666.67,,,,
