,time,value,index_sec,RRI,hf,lf/hf,sdnn,rmssd
0,11:58:40,77,43120,779.22,,,,
1,11:58:45,84,43125,714.29,,,,
2,11:58:50,82,43130,731.71,,,,
3,11:58:55,80,43135,750.0,,,,
4,11:59:05,79,43145,759.49,,,,
5,11:59:10,78,43150,769.23,,,,
6,11:59:15,75,43155,800.0,,,,
7,11:59:20,69,43160,869.57,,,,
8,11:59:30,68,43170,882.35,,,,
9,11:59:45,68,43185,882.35,,,,
10,11:59:50,69,43190,869.57,,,,
11,11:59:55,70,43195,857.14,,,,
12,12:00:00,69,43200,869.57,,,,
13,12:00:05,68,43205,882.35,,,,
14,12:00:10,66,43210,909.09,,,,
15,12:00:15,65,43215,923.08,,,,
16,12:00:20,67,43220,895.52,,,,
17,12:00:25,66,43225,909.09,,,,
18,12:00:40,66,43240,909.09,,,,
19,12:00:50,67,43250,895.52,,,,
20,12:00:55,68,43255,882.35,,,,
21,12:01:05,70,43265,857.14,,,,
22,12:01:10,71,43270,845.07,,,,
23,12:01:15,72,43275,833.33,,,,
24,12:01:30,72,43290,833.33,,,,
25,12:01:35,72,43295,833.33,,,,
26,12:01:43,73,43303,821.92,,,,
27,12:01:48,76,43308,789.47,,,,
28,12:01:53,79,43313,759.49,,,,
29,12:01:58,79,43318,759.49,,,,
30,12:02:08,78,43328,769.23,,,,
31,12:02:13,77,43333,779.22,,,,
32,12:02:18,78,43338,769.23,,,,
33,12:02:28,79,43348,759.49,,,,
34,12:02:43,79,43363,759.49,,,,
35,12:04:31,94,43471,638.3,,,,
36,12:04:36,93,43476,645.16,,,,
37,12:04:41,91,43481,659.34,,,,
38,12:04:46,89,43486,674.16,,,,
39,12:04:51,88,43491,681.82,,,,
40,12:04:56,89,43496,674.16,,,,
41,12:05:01,88,43501,681.82,,,,
42,12:05:11,90,43511,666.67,,,,
43,12:05:16,91,43516,659.34,,,,
44,12:05:21,89,43521,674.16,,,,
45,12:05:26,86,43526,697.67,,,,
46,12:05:31,81,43531,740.74,,,,
47,12:05:36,79,43536,759.49,,,,
48,12:05:41,78,43541,769.23,,,,
49,12:05:46,76,43546,789.47,,,,
50,12:05:51,75,43551,800.0,925.2210720762426,4.128303857364967,83.30289191736335,27.227137085590766
51,12:05:56,74,43556,810.81,,,,
52,12:06:01,75,43561,800.0,961.7056763567439,3.5494019039006086,82.71874510653556,25.568199476885276
53,12:06:06,76,43566,789.47,,,,
